"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"54","1110060G06Rik",0,1.07,2.67,1.31,0,2.11,0.89,0.68,1.1,-0.08,-0.5,0.75371,0.83774
"55","1110065P20Rik",1671.43,1395.97,1174.22,1378.75,830.49,862.21,666.52,765.77,1093.2,-0.81,-0.84,1.01594468784167e-10,1.27009542967593e-09
"56","1190001M18Rik",0,0,0,0,2.69,0,1.79,1.35,0.7,0.25,2.55,0.26421,NA
"57","1190005I06Rik",28.51,28.93,20.06,26.24,27.53,28.11,23.26,23.66,25.8,-0.01,-0.01,0.96717,0.98021
"58","1190007I07Rik",219.17,182.13,176.53,196.78,128.23,110.32,105.57,96.65,151.9,-0.75,-0.81,5.79420294721097e-07,3.80576399536952e-06
"59","1190028D05Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"60","1200007C13Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"61","1300002E11Rik",176.41,136.06,140.42,141.68,140.32,143.35,127.04,98,137.9,-0.19,-0.22,0.23403,0.35683
"62","1300014J16Rik",1.78,11.78,6.69,1.31,6.04,11.24,0,0.68,4.9,-0.07,-0.28,0.80104,0.87159
"63","1300017J02Rik",5.35,2.14,0,1.31,6.04,3.51,1.79,1.35,2.7,0.15,0.61,0.58406,0.70592
"64","1500002C15Rik",53.46,48.21,18.72,32.8,42.3,34.43,41.15,48.66,40,0.09,0.13,0.69774,0.79576
"65","1500002F19Rik",16.04,11.78,8.02,7.87,10.07,3.51,3.58,10.14,8.9,-0.31,-0.65,0.29187,0.42196
"66","1500004A13Rik",1277.63,1611.32,1432.33,1595.21,1184.3,1060.37,1002.02,1130.07,1286.7,-0.42,-0.44,5e-05,0.00021
"67","1500005C15Rik",1.78,1.07,0,0,0,0,0.89,1.35,0.6,-0.02,-0.24,0.915,NA
"68","1500009C09Rik",3547.78,3429.4,3506.61,3673.17,2964.79,2928.83,2888.85,3281.4,3277.6,-0.23,-0.23,0.00239,0.00734
"69","1500009L16Rik",363.51,354.62,302.25,343.7,306.82,342.91,364.13,370.38,343.5,0.02,0.02,0.86098,0.91253
"70","1500011B03Rik",2441.21,2324.84,2320.35,2295.73,2522.35,2419.38,2519.36,2835.31,2459.8,0.13,0.13,0.09719,0.17742
"71","1500012K07Rik",8.91,6.43,9.36,7.87,8.73,0.7,0,0.68,5.3,-0.52,-1.65,0.09656,0.17645
"72","1500015A07Rik",40.98,47.14,56.17,52.47,38.94,57.62,42.94,37.85,46.8,-0.12,-0.16,0.55623,0.68168
"73","1500015L24Rik",5.35,7.5,2.67,3.94,5.37,7.03,1.79,5.41,4.9,0.01,0.01,0.98503,0.99081
"74","1500026H17Rik",206.7,154.28,136.41,181.04,62.44,58.32,43.84,45.28,111,-1.59,-1.68,9.95202354526932e-16,2.44779074765846e-14
"75","1500032F14Rik",0,0,0,1.31,2.69,2.11,0.89,0,0.9,0.21,1.8,0.37088,NA
"76","1500035N22Rik",188.88,139.28,161.82,149.55,73.85,72.38,52.78,61.51,112.5,-1.2,-1.28,1.57306965875786e-11,2.21540643608398e-10
"77","1520401A03Rik",3.56,2.14,1.34,2.62,0.67,4.22,0,0,1.8,-0.17,-0.95,0.50288,0.63478
"78","1600002D24Rik",1.78,0,0,3.94,4.03,1.41,2.68,0,1.7,0.08,0.54,0.72984,0.81952
"79","1600010M07Rik",3.56,5.36,1.34,3.94,2.01,0.7,1.79,2.7,2.7,-0.28,-0.99,0.32154,0.45538
"80","1600012H06Rik",509.63,496.04,460.06,516.87,578.72,460.97,408.86,428.51,482.5,-0.07,-0.08,0.56532,0.68864
"81","1600012P17Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"82","1600014C10Rik",735.93,664.24,714.16,768.74,729.78,791.94,821.3,869.86,762,0.15,0.16,0.11586,0.20453
"83","1600014C23Rik",3.56,12.86,12.04,11.81,8.73,4.22,1.79,8.11,7.9,-0.37,-0.82,0.21624,0.33602
"84","1600017P15Rik",7.13,1.07,0,2.62,2.69,1.41,0,0.68,1.9,-0.21,-1.08,0.43222,0.56869
"85","1600019K03Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"86","1600020E01Rik",363.51,323.55,339.69,350.26,200.74,139.13,130.62,146.67,249.3,-1.09,-1.15,5.13828310023612e-13,8.95833348040413e-12
"87","1600022D10Rik",1.78,1.07,1.34,1.31,0,0.7,0,0,0.8,-0.35,-2.62,0.17403,NA
"88","1600023N17Rik",3.56,8.57,5.35,5.25,4.7,5.62,3.58,4.73,5.2,-0.13,-0.31,0.65209,0.76044
"89","1600025M17Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"90","1600027J07Rik",0,0,1.34,0,0,1.41,0,0,0.3,-0.01,-0.15,0.96467,NA
"91","1600029O15Rik",12.47,18.21,38.78,27.55,20.14,9.84,13.42,6.76,18.4,-0.58,-0.96,0.05036,0.10323
"92","1700001C19Rik",0,0,1.34,3.94,4.7,5.62,2.68,0.68,2.4,0.29,1.36,0.29582,0.42641
"93","1700001D01Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"94","1700001F09Rik",0,0,0,0,1.34,0.7,2.68,0,0.6,0.19,2.23,0.36628,NA
"95","1700001G01Rik",0,0,4.01,0,0,0,0,0,0.5,-0.14,-2.9,0.40496,NA
"96","1700001G11Rik",17.82,8.57,5.35,5.25,11.41,4.22,4.47,2.03,7.4,-0.28,-0.7,0.33483,0.46995
"97","1700001G17Rik",10.69,9.64,6.69,5.25,1.34,6.32,5.37,4.73,6.3,-0.37,-0.86,0.21395,0.33321
"98","1700001J03Rik",0,1.07,2.67,0,0,0,0,0,0.5,-0.17,-2.82,0.36058,NA
"99","1700001J04Rik",0,0,0,1.31,0,0.7,0,0,0.3,-0.04,-0.89,0.80151,NA
"100","1700001J11Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"101","1700001K19Rik",0,1.07,1.34,0,0,2.11,0.89,0,0.7,0.02,0.18,0.93494,NA
"102","1700001K23Rik",0,0,0,1.31,2.01,0,0,0,0.4,0.02,0.31,0.9242,NA
"103","1700001L05Rik",160.37,204.63,192.58,149.55,99.36,101.19,110.04,56.77,134.3,-0.84,-0.95,2e-05,1e-04
"104","1700001L19Rik",564.86,539.96,460.06,406.67,306.82,177.78,193.25,145.99,349.4,-1.15,-1.26,4.89692321962395e-09,4.57724922502839e-08
"105","1700001N15Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"106","1700001O22Rik",48.11,58.92,65.53,78.71,49.01,32.32,17,26.36,47,-0.78,-1.01,0.00255,0.00775
"107","1700001P01Rik",1.78,5.36,4.01,10.49,10.74,18.27,5.37,12.84,8.6,0.51,1.1,0.1003,0.18207
"108","1700003C15Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"109","1700003D09Rik",1.78,2.14,6.69,3.94,63.78,132.11,117.2,65.56,49.1,4.41,4.69,7.62902148357867e-18,2.4163438359685e-16
"110","1700003E16Rik",1085.18,1002.79,1072.58,1201.65,572.68,404.05,484.01,435.94,782.4,-1.16,-1.2,8.7023835868227e-21,3.81602816639595e-19
"111","1700003E24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"112","1700003F12Rik",19.6,6.43,6.69,9.18,6.04,7.73,3.58,23.66,10.4,0.01,0.01,0.98301,0.98951
"113","1700003G18Rik",0,2.14,1.34,0,2.69,0,0,0,0.8,-0.03,-0.4,0.86686,NA
"114","1700003H04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"115","1700003I16Rik",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"116","1700003I22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"117","1700003L19Rik",1.78,8.57,8.02,6.56,4.7,0.7,0,3.38,4.2,-0.48,-1.49,0.12256,0.21364
"118","1700003M07Rik",242.34,227.13,205.96,245.32,175.23,140.54,148.51,220.34,200.7,-0.38,-0.42,0.01501,0.03664
"119","1700003N22Rik",5.35,1.07,1.34,2.62,6.04,0.7,2.68,2.7,2.8,0.08,0.3,0.77474,0.85279
"120","1700003O11Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"121","1700003P14Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"122","1700006A11Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"123","1700006F04Rik",0,0,0,1.31,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"124","1700006H21Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"125","1700006J14Rik",3.56,1.07,0,0,0,1.41,0,0.68,0.8,-0.11,-1.06,0.61305,NA
"126","1700006P03Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"127","1700007E05Rik",3.56,0,0,0,0,0,0,0,0.4,-0.12,-2.56,0.46511,NA
"128","1700007F19Rik",3.56,4.29,2.67,5.25,8.73,2.81,3.58,8.79,5,0.22,0.6,0.44165,0.57735
"129","1700007H22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"130","1700007J10Rik",0,0,0,1.31,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"131","1700007K13Rik",89.1,51.43,49.48,47.23,52.37,116.65,76.94,92.6,72,0.4,0.53,0.08112,0.15277
"132","1700007L15Rik",16.04,13.93,9.36,23.61,4.03,9.14,9.84,13.52,12.4,-0.43,-0.79,0.13991,0.23793
"133","1700007M16Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"134","1700007P06Rik",19.6,32.14,17.39,32.8,5.37,0,0,0,13.4,-3.49,-4.18,7.86821796115958e-07,5.06880496535136e-06
"135","1700008A23Rik",0,0,0,0,0,0.7,0,0.68,0.2,0.03,0.55,0.87664,NA
"136","1700008B11Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"137","1700008C04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"138","1700008H02Rik",0,0,0,0,0,0,0.89,0,0.1,-0.01,-0.17,0.9623,NA
"139","1700008J07Rik",42.77,51.43,104.32,91.83,69.82,48.49,65.31,56.77,66.3,-0.21,-0.28,0.3515,0.48759
"140","1700008K24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"141","1700008N11Rik",0,0,0,2.62,0,0,0,0,0.3,-0.11,-2.37,0.50072,NA
"142","1700008O03Rik",46.33,41.78,38.78,41.98,41.63,52,35.79,47.99,43.3,0.06,0.08,0.7569,0.83981
"143","1700008P02Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"144","1700009C05Rik",3.56,1.07,5.35,1.31,1.34,2.11,0,0.68,1.9,-0.31,-1.39,0.26983,0.39773
"145","1700009J07Rik",0,0,0,0,0.67,0,1.79,0,0.3,0.06,1.29,0.71151,NA
"146","1700009N14Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"147","1700010B08Rik",0,0,0,1.31,0,0,0,0.68,0.2,-0.04,-0.89,0.80151,NA
"148","1700010B13Rik",0,2.14,4.01,0,2.01,0,0,2.7,1.4,-0.05,-0.39,0.82421,0.88729
"149","1700010D01Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"150","1700010G06Rik",0,3.21,0,0,2.69,0,0,0,0.7,-0.02,-0.32,0.90956,NA
"151","1700010H22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"152","1700010I02Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"153","1700010I14Rik",23.16,10.71,14.71,18.37,34.91,39.35,43.84,25.68,26.3,0.84,1.13,0.00252,0.00768
"154","1700010J16Rik",1.78,1.07,0,0,0,0,0,0,0.4,-0.12,-2.28,0.50163,NA
"155","1700010K23Rik",0,0,0,2.62,1.34,0,0,0,0.5,-0.05,-0.96,0.76006,NA
"156","1700010K24Rik",0,0,4.01,1.31,0.67,0.7,0,2.7,1.2,-0.05,-0.37,0.83163,0.89229
"157","1700010L04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"158","1700010N08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"159","1700011B04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"160","1700011C11Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"161","1700011D18Rik",0,1.07,0,1.31,0.67,2.11,5.37,0,1.3,0.22,1.6,0.366,0.5027
"162","1700011L03Rik",0,0,0,0,1.34,0,0,0,0.2,0.02,0.52,0.8825,NA
"163","1700011L22Rik",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"164","1700011M02Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"165","1700012A03Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"166","1700012B07Rik",0,0,1.34,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"167","1700012B09Rik",0,2.14,4.01,13.12,8.73,54.11,20.58,19.6,15.3,1.35,2.39,0.0019,0.00599
"168","1700012C08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"169","1700012C14Rik",0,6.43,2.67,1.31,2.69,2.81,0.89,1.35,2.3,-0.11,-0.49,0.66855,0.77264
"170","1700012D14Rik",21.38,19.28,22.74,15.74,12.76,17.57,6.26,14.87,16.3,-0.37,-0.6,0.16959,0.27778
"171","1700012D16Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"172","1700012E03Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"173","1700012I11Rik",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"174","1700012J15Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"175","1700012J22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"176","1700012P22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"177","1700013A02Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"178","1700013D24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"179","1700013F07Rik",16.04,21.43,6.69,28.86,13.43,35.84,24.16,13.52,20,0.13,0.24,0.63684,0.74823
"180","1700013G24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"181","1700013H16Rik",3.56,3.21,2.67,0,1.34,0.7,0.89,1.35,1.7,-0.24,-1.12,0.37461,0.51084
"182","1700013M08Rik",0,0,2.67,0,0,0,0,0,0.3,-0.11,-2.39,0.49712,NA
"183","1700013N06Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"184","1700014D04Rik",8.91,3.21,10.7,11.81,15.44,21.08,18.79,16.9,13.4,0.65,1.09,0.03014,0.06678
"185","1700014F14Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"186","1700014L14Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"187","1700015C15Rik",7.13,0,0,0,0,0,1.79,0,1.1,-0.17,-2.11,0.41347,0.55043
"188","1700015C17Rik",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"189","1700015F17Rik",3.56,3.21,2.67,0,0.67,2.81,0.89,2.7,2.1,-0.09,-0.39,0.74177,0.82852
"190","1700015G11Rik",0,0,1.34,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"191","1700015H07Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"192","1700015I17Rik",1.78,0,0,1.31,0,0,0,0,0.4,-0.13,-2.41,0.46671,NA
"193","1700015O11Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"194","1700016A09Rik",7.13,17.14,5.35,2.62,6.04,5.62,6.26,2.03,6.5,-0.28,-0.73,0.32957,0.46426
"195","1700016B01Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"196","1700016B15Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"197","1700016C15Rik",0,0,0,0,2.01,1.41,1.79,2.03,0.9,0.43,2.86,0.11707,NA
"198","1700016D06Rik",3.56,0,2.67,0,0.67,1.41,0,2.03,1.3,-0.07,-0.5,0.76105,0.84293
"199","1700016D08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"200","1700016F12Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"201","1700016G22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"202","1700016H03Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"203","1700016H13Rik",1.78,4.29,2.67,0,0.67,2.11,0,1.35,1.6,-0.2,-1.08,0.43877,0.57483
"204","1700016J18Rik",5.35,2.14,0,5.25,0.67,4.22,0.89,2.7,2.7,-0.13,-0.54,0.63303,0.74569
"205","1700016K05Rik",3.56,0,0,0,0,0,0,0,0.4,-0.12,-2.56,0.46511,NA
"206","1700016K19Rik",46.33,63.21,74.89,73.46,62.44,63.24,18.79,34.47,54.6,-0.37,-0.52,0.14778,0.24874
"207","1700016L21Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"208","1700016P03Rik",256.59,181.06,222.01,230.89,47,42.16,27.73,27.04,129.3,-2.57,-2.62,5.77102142863173e-32,8.14734506933601e-30
"209","1700016P04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"210","1700017B05Rik",169.28,146.78,177.87,217.77,178.59,217.13,218.3,235.88,195.2,0.23,0.26,0.12391,0.21556
"211","1700017G19Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"212","1700017I07Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"213","1700017J07Rik",0,0,0,0,0,1.41,0,0,0.2,0.03,0.57,0.87232,NA
"214","1700017L05Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"215","1700017M07Rik",5.35,2.14,8.02,3.94,0.67,9.14,5.37,2.03,4.6,-0.05,-0.17,0.85332,0.90761
"216","1700017N19Rik",0,0,0,0,0,0,0,0.68,0.1,-0.01,-0.17,0.9623,NA
"217","1700018A04Rik",0,1.07,4.01,7.87,1.34,4.22,2.68,6.76,3.5,0.05,0.19,0.85031,0.90545
"218","1700018A14Rik",0,2.14,2.67,0,0,2.11,0,0,0.9,-0.11,-1.21,0.59672,NA
"219","1700018A23Rik",0,0,0,0,1.34,0,0.89,0,0.3,0.06,1.16,0.73846,NA
"220","1700018B08Rik",0,0,0,0,0,0,0,1.35,0.2,0.02,0.53,0.88101,NA
"221","1700018B24Rik",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"222","1700018F24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"223","1700018G05Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"224","1700018L02Rik",14.26,4.29,24.07,3.94,8.73,10.54,12.53,6.76,10.6,-0.11,-0.26,0.68798,0.78817
"225","1700018M17Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"226","1700018P08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"227","1700019A02Rik",1.78,3.21,4.01,3.94,2.69,4.22,5.37,0,3.2,-0.03,-0.12,0.90926,0.94527
"228","1700019A23Rik",0,2.14,0,0,0,0,0,0,0.3,-0.1,-2.21,0.53165,NA
"229","1700019C18Rik",0,1.07,2.67,0,0,1.41,0,0,0.6,-0.11,-1.38,0.58357,NA
"230","1700019D03Rik",575.56,595.67,514.89,558.85,390.07,222.75,300.61,216.96,421.9,-0.91,-0.99,7.86986536486349e-08,6.03947606207108e-07
"231","1700019E08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"232","1700019F05Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"233","1700019G24Rik",10.69,0,0,5.25,6.71,16.16,9.84,10.81,7.4,0.57,1.56,0.07769,0.14763
"234","1700019J19Rik",0,0,0,2.62,2.69,0,0,0,0.7,0,-0.03,0.9915,NA
"235","1700019L13Rik",1.78,1.07,2.67,1.31,0.67,0.7,0.89,0.68,1.2,-0.23,-1.21,0.38577,0.52218
"236","1700019M22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"237","1700019N19Rik",0,0,5.35,2.62,10.74,13.35,7.16,4.06,5.4,0.8,2.14,0.0254,0.05773
"238","1700019P21Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"239","1700020A23Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"240","1700020D05Rik",14.26,4.29,16.05,6.56,1.34,2.81,0,0,5.7,-1.79,-3.25,0.00096,0.00327
"241","1700020D12Rik",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"242","1700020G03Rik",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"243","1700020G17Rik",0,0,0,0,0,2.11,0.89,1.35,0.5,0.18,2.13,0.39697,NA
"244","1700020L24Rik",1.78,1.07,5.35,7.87,5.37,7.03,6.26,1.35,4.5,0.1,0.31,0.72987,0.81952
"245","1700020M21Rik",0,0,0,0,0,0,0,2.03,0.3,0.05,1.04,0.7656,NA
"246","1700020N01Rik",0,4.29,2.67,2.62,0,0,0,1.35,1.4,-0.42,-2.77,0.12079,0.2113
"247","1700020N15Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"248","1700020N18Rik",8.91,7.5,9.36,11.81,3.36,1.41,1.79,1.35,5.7,-1.25,-2.24,0.00263,0.00797
"249","1700021A07Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"250","1700021F02Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"251","1700021F07Rik",0,0,1.34,1.31,6.71,6.32,12.53,6.76,4.4,1.5,3.56,0.00301,0.00899
"252","1700021F13Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"253","1700021G15Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"254","1700021J08Rik",0,0,2.67,0,0,0.7,0,0,0.4,-0.09,-1.67,0.60903,NA
"255","1700021L23Rik",0,0,0,1.31,0,1.41,0,0,0.3,-0.01,-0.15,0.96479,NA
"256","1700021N21Rik",0,0,4.01,1.31,1.34,1.41,0,0,1,-0.11,-0.94,0.6316,0.74452
"257","1700021P04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"258","1700022A21Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"259","1700022A22Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"260","1700022E09Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"261","1700022H01Rik",3.56,0,0,1.31,1.34,4.22,2.68,0.68,1.7,0.18,1.01,0.48158,0.61511
"262","1700022H16Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"263","1700022I11Rik",0,2.14,5.35,1.31,9.4,7.03,4.47,2.03,4,0.41,1.34,0.17197,0.28096
"264","1700022N22Rik",1.78,3.21,6.69,11.81,2.69,7.73,3.58,4.06,5.2,-0.14,-0.39,0.61897,0.73534
"265","1700023B13Rik",1.78,2.14,0,0,0.67,0,0,0.68,0.7,-0.14,-1.45,0.51714,NA
"266","1700023C21Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"267","1700023F02Rik",0,3.21,0,3.94,3.36,2.11,1.79,1.35,2,0.04,0.2,0.87272,0.9203
"268","1700023G09Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"269","1700023H06Rik",0,1.07,0,1.31,0,0,0,0,0.3,-0.11,-2.28,0.51799,NA
"270","1700024B05Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"271","1700024B18Rik",1.78,0,0,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"272","1700024G13Rik",7.13,0,1.34,1.31,8.06,38.65,25.95,22.3,13.1,2.62,3.47,3e-05,0.00014
"273","1700024I08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"274","1700024J04Rik",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"275","1700025A08Rik",12.47,1.07,1.34,1.31,0,0,0,0.68,2.1,-0.98,-4.13,0.01254,0.03136
"276","1700025B11Rik",0,2.14,0,0,0,0,0,0,0.3,-0.1,-2.21,0.53165,NA
"277","1700025C18Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"278","1700025D23Rik",0,0,1.34,1.31,0.67,0,0,0.68,0.5,-0.08,-0.95,0.69319,NA
"279","1700025F24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"280","1700025G04Rik",4559.9,4400.05,4894.81,4485.21,3015.81,2825.53,2872.75,2900.2,3744.3,-0.65,-0.66,1.32381138604535e-20,5.69706413031749e-19
"281","1700025H01Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"282","1700025J12Rik",0,1.07,0,1.31,0,0,0,0,0.3,-0.11,-2.28,0.51799,NA
"283","1700025K04Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"284","1700025K24Rik",0,0,1.34,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"285","1700025L06Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"286","1700025M24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"287","1700025N21Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"288","1700025N23Rik",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"289","1700025O08Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"290","1700026D11Rik",0,0,0,1.31,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"291","1700026F02Rik",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"292","1700026J12Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"293","1700026J14Rik",10.69,4.29,12.04,6.56,2.69,4.92,4.47,2.03,6,-0.55,-1.24,0.08012,0.15135
"294","1700026N04Rik",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"295","1700027A07Rik",7.13,2.14,1.34,2.62,4.7,2.81,2.68,2.03,3.2,-0.01,-0.04,0.96646,0.9798
"296","1700027A15Rik",0,1.07,0,0,0.67,0,0,2.03,0.5,0.05,0.74,0.78582,NA
"297","1700027F06Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"298","1700027F09Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"299","1700027H10Rik",0,0,0,0,0,0,0.89,0,0.1,-0.01,-0.17,0.9623,NA
"300","1700027I24Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"301","1700027J07Rik",3.56,0,0,0,0,0,0,0.68,0.5,-0.11,-1.81,0.5557,NA
"302","1700028B04Rik",5.35,3.21,5.35,2.62,1.34,0,0.89,0,2.3,-0.82,-2.9,0.02482,0.05666
"303","1700028D13Rik",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"304","1700028E10Rik",32.07,41.78,28.08,49.85,27.53,39.35,37.58,27.71,35.5,-0.16,-0.21,0.48886,0.6221
"305","1700028I16Rik",0,2.14,0,0,0,1.41,0,1.35,0.6,0.01,0.16,0.95088,NA
"306","1700028J19Rik",40.98,22.5,24.07,20.99,11.41,7.03,14.31,20.95,20.3,-0.65,-1,0.02398,0.05501
"307","1700028K03Rik",21.38,22.5,5.35,10.49,10.74,5.62,8.05,5.41,11.2,-0.52,-1,0.08399,0.15735
"308","1700028M03Rik",5.35,0,0,0,0,0,0,0,0.7,-0.18,-3.27,0.3241,NA
"309","1700028N14Rik",0,3.21,0,0,0,0,0,1.35,0.6,-0.08,-1.24,0.6802,NA
