"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"36952","Gm9005",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36953","Gm9006",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36954","Gm9008",3.31,6,2.15,0,0,2.23,0,2,-0.11,-2.71,0.10237,NA
"36955","Gm9009",0.83,1,0.72,1.5,0,0,0,0.6,-0.02,-1.3,0.59825,NA
"36956","Gm9012",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"36957","Gm9013",0.83,1,4.29,3,8.07,7.8,6.58,4.5,0.17,1.61,0.10647,NA
"36958","Gm9017",4.96,1,4.29,4.5,5.38,2.23,4.39,3.8,0.03,0.25,0.79897,NA
"36959","Gm9022",0,1,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"36960","Gm9023",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36961","Gm9025",2.48,0,0,0,0.9,4.46,1.1,1.3,0.03,0.97,0.62554,NA
"36962","Gm9027",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"36963","Gm9028",0,0,0,0,0,2.23,2.19,0.6,0.04,2.85,0.34216,NA
"36964","Gm9029",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36965","Gm9030",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36966","Gm9034",5.79,3,5.72,7.5,0.9,6.69,0,4.2,-0.04,-0.42,0.70336,NA
"36967","Gm9035",0,0,0,1.5,0,0,0,0.2,0.01,1.15,0.76253,NA
"36968","Gm9038",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36969","Gm904",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36970","Gm9040",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36971","Gm9042",0,0,0.72,0,0,0,1.1,0.3,0,0.19,0.95997,NA
"36972","Gm9043",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36973","Gm9044",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36974","Gm9045",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36975","Gm9046",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36976","Gm9048",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36977","Gm9049",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36978","Gm9050",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36979","Gm9051",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36980","Gm9057",3.31,0,5.01,3,2.69,3.34,0,2.5,-0.02,-0.33,0.80893,NA
"36981","Gm9059",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36982","Gm906",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36983","Gm9060",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36984","Gm9061",0,3,2.15,3,0,0,0,1.2,-0.03,-1.48,0.50844,NA
"36985","Gm9062",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36986","Gm9063",0.83,0,0,1.5,0,0,0,0.3,0,0.19,0.95956,NA
"36987","Gm9064",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36988","Gm9066",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36989","Gm9067",0.83,2,2.86,1.5,0.9,2.23,0,1.5,-0.03,-0.74,0.63204,NA
"36990","Gm9068",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36991","Gm9071",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36992","Gm9072",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36993","Gm9075",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36994","Gm9077",0.83,0,0,0,0.9,1.11,0,0.4,0.01,0.87,0.78248,NA
"36995","Gm9078",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"36996","Gm9081",2.48,3,1.43,3,0,1.11,1.1,1.7,-0.05,-0.91,0.53488,NA
"36997","Gm9083",1.65,8,1.43,3,1.79,0,4.39,2.9,-0.04,-0.67,0.59281,NA
"36998","Gm9085",0,0,0,0,0,0,0,0,0,NA,NA,NA
"36999","Gm9086",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37000","Gm9088",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37001","Gm9089",0,1,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37002","Gm9095",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37003","Gm9097",0,0,0,1.5,0,0,0,0.2,0.01,1.15,0.76253,NA
"37004","Gm9098",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37005","Gm9102",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37006","Gm9103",0,0,0,4.5,0,0,0,0.6,0.03,2.82,0.41963,NA
"37007","Gm9104",4.96,7,7.16,13.5,1.79,3.34,7.68,6.5,0,-0.01,0.99463,NA
"37008","Gm9105",0.83,0,2.15,3,0.9,1.11,0,1.1,0.01,0.23,0.90234,NA
"37009","Gm9108",0,0,0,1.5,0.9,1.11,0,0.5,0.03,2.49,0.38887,NA
"37010","Gm9109",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37011","Gm9110",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37012","Gm9111",0.83,7,1.43,0,0.9,0,2.19,1.8,-0.08,-1.91,0.24896,NA
"37013","Gm9112",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37014","Gm9113",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37015","Gm9114",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37016","Gm9115",0.83,1,2.15,1.5,0,1.11,0,0.9,-0.03,-1.19,0.54902,NA
"37017","Gm9116",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37018","Gm9117",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37019","Gm9118",0,2,3.58,7.5,1.79,2.23,1.1,2.6,0.04,0.69,0.60076,NA
"37020","Gm9119",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37021","Gm9120",0.83,1,0,0,0,0,1.1,0.4,-0.01,-0.8,0.79375,NA
"37022","Gm9121",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37023","Gm9124",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37024","Gm9126",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37025","Gm9127",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37026","Gm9129",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37027","Gm9130",2.48,2,1.43,1.5,0,0,1.1,1.2,-0.06,-1.76,0.32827,NA
"37028","Gm9131",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37029","Gm9132",0,0,0,0,0.9,0,2.19,0.4,0.02,2.34,0.48986,NA
"37030","Gm9133",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37031","Gm9134",0,0,0.72,0,0.9,0,0,0.2,0,0.19,0.95997,NA
"37032","Gm9135",0,0,0,0,2.69,0,0,0.4,0.02,2.19,0.56389,NA
"37033","Gm9136",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37034","Gm9139",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37035","Gm9141",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37036","Gm9142",0,4,2.15,0,0,0,1.1,1,-0.06,-2.57,0.25307,NA
"37037","Gm9143",0,0,0,1.5,0,0,2.19,0.5,0.03,2.56,0.42684,NA
"37038","Gm9146",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37039","Gm9149",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37040","Gm9156",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37041","Gm9157",0,0,0,0,0.9,1.11,0,0.3,0.01,1.82,0.63224,NA
"37042","Gm9158",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37043","Gm9159",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37044","Gm9162",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37045","Gm9164",0.83,1,1.43,0,1.79,3.34,2.19,1.5,0.04,0.78,0.60985,NA
"37046","Gm9165",1.65,0,3.58,1.5,2.69,1.11,0,1.5,-0.02,-0.41,0.80469,NA
"37047","Gm9166",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37048","Gm9167",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37049","Gm9169",6.61,3,2.86,1.5,0.9,3.34,1.1,2.8,-0.1,-1.3,0.26592,NA
"37050","Gm9172",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37051","Gm9173",0,0,0.72,0,0,0,1.1,0.3,0,0.19,0.95997,NA
"37052","Gm9174",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37053","Gm9176",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37054","Gm9182",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37055","Gm9191",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37056","Gm9192",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37057","Gm9194",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37058","Gm9195",0,0,0,0,0,3.34,0,0.5,0.02,2.44,0.51764,NA
"37059","Gm9198",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37060","Gm9200",0,0,0,0,1.79,0,0,0.3,0.01,1.75,0.64603,NA
"37061","Gm9202",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37062","Gm9204",7.44,7,4.29,4.5,0.9,1.11,3.29,4.1,-0.15,-1.41,0.15462,NA
"37063","Gm9207",0,1,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37064","Gm9208",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37065","Gm9210",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37066","Gm9211",0.83,3,1.43,0,0,1.11,1.1,1.1,-0.05,-1.58,0.40185,NA
"37067","Gm9212",0.83,0,0,3,0,0,0,0.5,0.01,1.11,0.73311,NA
"37068","Gm9214",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37069","Gm9218",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37070","Gm9220",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37071","Gm9224",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37072","Gm9225",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37073","Gm9226",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37074","Gm9227",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37075","Gm9229",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37076","Gm9230",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37077","Gm9231",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37078","Gm9234",7.44,3,3.58,24,2.69,11.15,9.88,8.8,0.19,1.31,0.10559,0.2758
"37079","Gm9236",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37080","Gm9237",0,0,0,1.5,0.9,1.11,6.58,1.4,0.12,4.03,0.04342,NA
"37081","Gm9238",0.83,1,0.72,3,0,0,0,0.8,-0.01,-0.46,0.84383,NA
"37082","Gm9239",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37083","Gm9240",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37084","Gm9242",0,0,1.43,1.5,0,1.11,0,0.6,0,0.27,0.92428,NA
"37085","Gm9244",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37086","Gm9245",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37087","Gm9246",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37088","Gm9247",0,1,0.72,0,0,8.92,2.19,1.8,0.07,2.31,0.23241,NA
"37089","Gm9249",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37090","Gm9251",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37091","Gm9252",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37092","Gm9255",1.65,2,1.43,9,0.9,3.34,0,2.6,0.05,0.91,0.50301,NA
"37093","Gm9256",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37094","Gm9257",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37095","Gm9259",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37096","Gm9260",0.83,0,0,0,0,1.11,0,0.3,0,0.19,0.95997,NA
"37097","Gm9264",0,1,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37098","Gm9265",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37099","Gm9266",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37100","Gm9267",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37101","Gm9269",18.19,47.03,8.59,19.5,27.81,18.95,24.14,23.5,-0.02,-0.1,0.86007,0.93105
"37102","Gm9271",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37103","Gm9273",1.65,1,2.86,6,0.9,1.11,0,1.9,0,0.01,0.99285,NA
"37104","Gm9274",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37105","Gm9275",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37106","Gm9276",0.83,2,0,4.5,0.9,0,1.1,1.3,0.03,0.78,0.67195,NA
"37107","Gm9278",0,0,0,0,0.9,1.11,0,0.3,0.01,1.82,0.63224,NA
"37108","Gm9279",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37109","Gm9280",0.83,0,0,0,0.9,1.11,0,0.4,0.01,0.87,0.78248,NA
"37110","Gm9284",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"37111","Gm9285",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37112","Gm9286",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37113","Gm9287",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37114","Gm9288",0.83,0,0,1.5,0,0,0,0.3,0,0.19,0.95956,NA
"37115","Gm9289",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37116","Gm9290",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37117","Gm9292",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37118","Gm9293",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"37119","Gm9294",0,3,1.43,1.5,6.28,3.34,1.1,2.4,0.06,1.12,0.41325,NA
"37120","Gm9298",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37121","Gm9299",1.65,0,0.72,1.5,0,1.11,0,0.7,-0.01,-0.43,0.85422,NA
"37122","Gm9300",0,0,0,4.5,0,0,0,0.6,0.03,2.82,0.41963,NA
"37123","Gm9302",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37124","Gm9305",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37125","Gm9308",0,0,1.43,0,0,0,1.1,0.4,0,-0.52,0.88789,NA
"37126","Gm9309",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37127","Gm9311",0,0,0.72,1.5,0,0,2.19,0.6,0.02,1.59,0.563,NA
"37128","Gm9314",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37129","Gm9315",0,0,2.15,0,0,0,1.1,0.5,-0.01,-1.09,0.74496,NA
"37130","Gm9316",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37131","Gm9317",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37132","Gm9318",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37133","Gm9319",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37134","Gm9320",5.79,13.01,6.44,18,5.38,11.15,7.68,9.6,0.06,0.31,0.64685,0.80223
"37135","Gm9321",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37136","Gm9322",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37137","Gm9332",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37138","Gm9333",4.13,3,2.86,0,0.9,3.34,0,2,-0.08,-1.61,0.26804,NA
"37139","Gm9334",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37140","Gm9335",0,0,0,0,0,0,3.29,0.5,0.02,2.42,0.52123,NA
"37141","Gm9341",0,1,0,0,0,0,1.1,0.3,0,0.19,0.95997,NA
"37142","Gm9343",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37143","Gm9347",4.96,0,2.15,4.5,2.69,1.11,1.1,2.4,0,-0.06,0.96236,NA
"37144","Gm9348",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37145","Gm9349",8.27,8,2.86,15,7.18,8.92,8.78,8.4,0.12,0.64,0.35896,0.57961
"37146","Gm9351",0,0,0.72,0,0,0,1.1,0.3,0,0.19,0.95997,NA
"37147","Gm9353",0.83,0,0.72,1.5,0,0,0,0.4,-0.01,-0.61,0.84067,NA
"37148","Gm9354",0.83,2,1.43,4.5,0,2.23,1.1,1.7,0.02,0.4,0.79018,NA
"37149","Gm9357",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37150","Gm9358",6.61,8,5.01,0,2.69,2.23,0,3.5,-0.18,-2.3,0.04969,NA
"37151","Gm9359",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37152","Gm9360",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37153","Gm9361",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37154","Gm9364",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37155","Gm9367",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37156","Gm9368",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37157","Gm9369",0,1,0.72,0,0,0,0,0.2,-0.01,-1.45,0.70055,NA
"37158","Gm9370",0.83,0,1.43,0,0,0,1.1,0.5,-0.02,-1.16,0.68856,NA
"37159","Gm9372",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37160","Gm9373",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37161","Gm9375",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37162","Gm9376",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37163","Gm9377",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37164","Gm9378",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"37165","Gm9379",0,0,0,4.5,0,0,0,0.6,0.03,2.82,0.41963,NA
"37166","Gm9381",0.83,0,0.72,1.5,0,0,0,0.4,-0.01,-0.61,0.84067,NA
"37167","Gm9385",76.87,75.05,65.83,162.02,101.38,109.24,111.92,100.3,0.47,0.73,0.0035,0.03058
"37168","Gm9386",0.83,0,0,1.5,0,0,1.1,0.5,0.01,0.99,0.74004,NA
"37169","Gm9387",0.83,1,0.72,0,0,0,1.1,0.5,-0.02,-1.3,0.60892,NA
"37170","Gm9390",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37171","Gm9391",0,0,4.29,1.5,0.9,2.23,1.1,1.4,0,-0.06,0.97172,NA
"37172","Gm9392",11.57,8,13.6,13.5,16.15,30.1,20.85,16.3,0.25,0.86,0.09814,0.26274
"37173","Gm9395",2.48,0,0,0,0,0,0,0.4,-0.02,-1.99,0.59315,NA
"37174","Gm9396",7.44,9.01,5.01,15,7.18,5.57,12.07,8.8,0.09,0.47,0.48897,0.68823
"37175","Gm9397",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37176","Gm9399",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"37177","Gm94",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37178","Gm9400",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37179","Gm9402",0,0,0.72,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37180","Gm9403",14.88,5,7.87,13.5,11.66,13.38,13.17,11.4,0.11,0.47,0.43133,0.64252
"37181","Gm9406",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37182","Gm9407",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37183","Gm9408",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37184","Gm9409",3.31,4,2.86,12,2.69,3.34,1.1,4.2,0.04,0.44,0.66381,NA
"37185","Gm9410",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37186","Gm9411",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37187","Gm9415",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37188","Gm9416",0.83,3,0.72,0,0,0,0,0.6,-0.05,-2.85,0.26567,NA
"37189","Gm9419",0,0,0,3,0.9,1.11,3.29,1.2,0.1,3.73,0.06639,NA
"37190","Gm9423",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37191","Gm9427",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37192","Gm9428",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37193","Gm9429",0,0,2.15,0,0,0,0,0.3,-0.01,-1.8,0.62968,NA
"37194","Gm9430",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37195","Gm9431",1.65,0,0.72,1.5,0,2.23,0,0.9,0,0.17,0.93848,NA
"37196","Gm9432",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37197","Gm9434",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37198","Gm9435",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37199","Gm9436",2.48,2,0.72,0,0,0,0,0.7,-0.06,-3.05,0.20483,NA
"37200","Gm9439",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37201","Gm9440",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37202","Gm9442",1.65,17.01,5.72,1.5,7.18,13.38,3.29,7.1,-0.04,-0.32,0.73334,NA
"37203","Gm9443",0.83,1,1.43,1.5,0.9,4.46,4.39,2.1,0.08,1.36,0.31878,NA
"37204","Gm9445",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37205","Gm9449",2.48,1,2.15,0,1.79,4.46,1.1,1.9,0,-0.01,0.9955,NA
"37206","Gm9451",0.83,0,0,4.5,0,0,0,0.8,0.02,1.83,0.53445,NA
"37207","Gm9457",0,0,0,1.5,0.9,0,0,0.3,0.02,1.82,0.62508,NA
"37208","Gm9458",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37209","Gm9463",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37210","Gm9465",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37211","Gm9466",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37212","Gm9472",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37213","Gm9474",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37214","Gm9476",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37215","Gm9480",0,0,0,0,3.59,0,0,0.5,0.02,2.57,0.49075,NA
"37216","Gm9484",0.83,2,3.58,1.5,2.69,4.46,5.49,2.9,0.06,0.72,0.5201,NA
"37217","Gm9487",2.48,2,0,0,0,0,1.1,0.8,-0.04,-2.11,0.38772,NA
"37218","Gm9493",28.1,44.03,38.64,51.01,80.75,42.36,55.96,48.7,0.31,0.65,0.05624,0.18512
"37219","Gm9495",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37220","Gm9496",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37221","Gm9497",0,1,0.72,0,0,0,0,0.2,-0.01,-1.45,0.70055,NA
"37222","Gm9498",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37223","Gm9499",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37224","Gm9501",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37225","Gm9502",0,0,0.72,3,0,0,0,0.5,0.01,1.11,0.73498,NA
"37226","Gm9504",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37227","Gm9506",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37228","Gm9507",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37229","Gm9508",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37230","Gm9509",1.65,0,0.72,0,0,0,0,0.3,-0.02,-1.93,0.60006,NA
"37231","Gm9512",9.92,18.01,10.02,9,9.87,11.15,17.56,12.2,-0.02,-0.07,0.90393,0.9548
"37232","Gm9514",2.48,2,5.01,6,0,2.23,5.49,3.3,0,0.05,0.96412,NA
"37233","Gm9515",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37234","Gm9516",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37235","Gm9517",1.65,0,2.86,0,0.9,2.23,0,1.1,-0.03,-0.93,0.64169,NA
"37236","Gm9519",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37237","Gm9520",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37238","Gm9521",0.83,0,0,0,0,0,1.1,0.3,0,0.19,0.95997,NA
"37239","Gm9522",2.48,11.01,11.45,3,2.69,2.23,2.19,5,-0.2,-1.72,0.06616,NA
"37240","Gm9523",0.83,0,0.72,0,0,0,2.19,0.5,0,0.15,0.95929,NA
"37241","Gm9525",0,3,0,0,0,0,0,0.4,-0.02,-2.24,0.54562,NA
"37242","Gm9529",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37243","Gm9530",1.65,0,1.43,0,1.79,3.34,2.19,1.5,0.03,0.83,0.61227,NA
"37244","Gm9531",23.14,26.02,15.03,6,8.07,22.29,9.88,15.8,-0.22,-0.87,0.12408,0.3048
"37245","Gm9535",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37246","Gm9536",1.65,0,0,0,0,0,0,0.2,-0.01,-1.41,0.7092,NA
"37247","Gm9540",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37248","Gm9541",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37249","Gm9544",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37250","Gm9547",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37251","Gm9550",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37252","Gm9553",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37253","Gm9555",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37254","Gm9556",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37255","Gm9560",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37256","Gm9563",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37257","Gm9568",1.65,2,1.43,1.5,0,0,0,0.9,-0.06,-2.3,0.26075,NA
"37258","Gm9569",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37259","Gm9570",1.65,0,0.72,0,0,1.11,1.1,0.7,-0.01,-0.46,0.84746,NA
"37260","Gm9573",0,1,0.72,0,0.9,0,0,0.4,-0.01,-0.73,0.81953,NA
"37261","Gm9574",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37262","Gm9575",2.48,0,2.15,0,0.9,1.11,2.19,1.3,-0.02,-0.54,0.75538,NA
"37263","Gm9577",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37264","Gm9578",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37265","Gm9583",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37266","Gm9584",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37267","Gm9585",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37268","Gm9586",0,0,1.43,1.5,0,0,0,0.4,0,-0.52,0.88126,NA
"37269","Gm9587",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37270","Gm9593",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37271","Gm9595",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37272","Gm9597",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37273","Gm9598",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37274","Gm9599",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37275","Gm960",25.62,16.01,37.21,37.51,38.58,34.56,32.92,31.8,0.17,0.43,0.26424,0.48537
