"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"6875","Cts8",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6876","Cts8-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6877","Ctsa",1176.89,1308.32,1340.39,1155.08,2246.43,1927.05,2007.79,1594.6,0.7,0.73,1.7163230616245e-14,2.53752125626733e-13
"6878","Ctsb",10383,9355.35,9217.82,7926.78,16075.15,15747.63,16692.27,12199.7,0.79,0.81,5.39539270961474e-19,1.35709551048373e-17
"6879","Ctsc",106.85,155.64,449.14,548.78,193.59,316.5,213.56,283.4,-0.16,-0.39,0.55364,0.69001
"6880","Ctsd",3398.67,3186.37,3425.83,2946.37,5858.9,5378.34,5705.09,4271.4,0.79,0.8,1.87216064533371e-23,7.79079051560105e-22
"6881","Ctse",0,0,1.17,3.45,0.84,1.4,0.82,1.1,-0.02,-0.18,0.92202,NA
"6882","Ctsf",1137.6,1075.33,1094.77,1020.47,1971.2,1595.82,1837.93,1390.4,0.71,0.74,2.71900487491106e-14,3.93625715806466e-13
"6883","Ctsg",0,0,2.34,0,0,0,0,0.3,-0.06,-2.09,0.58212,NA
"6884","Ctsh",416.39,366.93,395.33,306.03,317.31,352.99,376,361.6,-0.08,-0.09,0.52955,0.66895
"6885","Ctsj",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6886","Ctsk",372.39,282.04,207.02,263.46,181.8,141.05,187.17,233.6,-0.64,-0.72,0.00019,0.00072
"6887","Ctsl",3183.41,3023.18,2946.29,2374.58,3005.62,3186.02,2969.22,2955.5,0.08,0.08,0.40593,0.5549
"6888","Ctsll3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6889","Ctsm",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6890","Ctsm-ps2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6891","Ctso",1415.72,1255.49,1355.6,1194.19,782.76,767.73,759.41,1075.8,-0.74,-0.76,2.56666926153298e-16,4.78608327003502e-15
"6892","Ctsq",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6893","Ctsr",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6894","Ctss",886.2,858.38,1094.77,760.46,1448.52,1086.33,1254.97,1055.7,0.46,0.49,0.00023,0.00088
"6895","Ctsw",7.86,13.21,32.75,9.2,15.99,14.04,11.54,14.9,-0.09,-0.2,0.73318,0.82998
"6896","Ctsz",447.81,418.81,464.34,506.21,624.52,609.13,589.56,522.9,0.39,0.4,2e-04,0.00079
"6897","Cttn",1583.85,1745.05,1749.76,1900.59,2609.19,2604.96,2634.45,2118.3,0.57,0.58,1.70845234522814e-12,2.04596659742988e-11
"6898","Cttnbp2",1469.14,1486.59,1428.11,1644.03,877.87,1349.5,1063.67,1331.3,-0.43,-0.46,0.00038,0.00139
"6899","Cttnbp2nl",510.67,572.57,581.3,586.74,1067.24,976.16,939.17,747.7,0.79,0.82,4.42306075199989e-16,8.00533145005118e-15
"6900","Ctu1",87.99,118.85,106.44,144.96,230.62,192.28,216.03,156.7,0.79,0.88,2.95953832220099e-06,2e-05
"6901","Ctu2",246.69,296.19,295.92,315.23,267.65,312.99,284.47,288.4,0,0,0.97619,0.98621
"6902","Ctxn1",8613.74,8506.41,7769.82,9056.55,10314.73,7943.29,9051.13,8750.8,0.1,0.1,0.29354,0.43827
"6903","Ctxn2",138.27,154.7,159.07,126.55,86.69,94.74,108.84,124.1,-0.52,-0.58,0.00216,0.00678
"6904","Ctxn3",108.42,210.35,195.33,203.63,152.34,185.97,111.31,166.8,-0.22,-0.27,0.25589,0.39613
"6905","Cubn",12.57,7.55,18.71,43.72,6.73,17.54,5.77,16.1,-0.44,-1.03,0.11227,0.20769
"6906","Cuedc1",499.67,521.63,597.68,569.49,443.56,450.53,526.07,515.5,-0.2,-0.21,0.0727,0.14481
"6907","Cuedc2",2341.2,2041.24,1947.43,1741.82,2544.38,2172.67,2635.27,2203.4,0.27,0.28,0.01025,0.02717
"6908","Cul1",2649.17,2564.75,2348.61,2139.89,2878.53,2790.22,2789.47,2594.4,0.21,0.22,0.01465,0.03709
"6909","Cul2",2468.48,2131.79,1971.99,1595.71,1678.3,1788.8,1536.97,1881.7,-0.27,-0.29,0.02171,0.05208
"6910","Cul3",3118.99,3098.64,2998.92,2975.13,3699.16,3786.03,3759.14,3348,0.29,0.3,7.84158242122653e-06,4e-05
"6911","Cul4a",1382.72,1327.18,1307.64,1359.86,1504.91,1480.73,1428.95,1398.9,0.13,0.13,0.09232,0.17649
"6912","Cul4b",1110.89,1067.78,935.7,998.61,1281.87,1282.13,1130.46,1115.3,0.25,0.26,0.0071,0.01963
"6913","Cul5",1544.57,1344.16,1264.37,1170.03,1342.47,1602.13,1373.71,1377.3,0.11,0.12,0.29717,0.44215
"6914","Cul7",573.52,655.57,695.93,647.72,971.29,795.8,823.73,737.7,0.4,0.42,0.00015,0.00061
"6915","Cul9",1016.62,1215.88,1318.17,1193.04,1494.81,1176.16,1291.25,1243.7,0.15,0.15,0.17684,0.29784
"6916","Cuta",801.35,828.19,809.38,812.24,1086.6,1031.6,1174.16,934.8,0.42,0.43,1.64179485883039e-06,8.9800888040974e-06
"6917","Cutal",11,7.55,12.87,6.9,8.42,10.53,12.37,9.9,0.06,0.14,0.81912,0.88794
"6918","Cutc",87.99,105.65,97.08,89.74,94.27,100.35,103.89,97,0.05,0.06,0.76559,0.85268
"6919","Cux1",2199.79,2128.96,2336.91,2135.28,2555.32,1824.59,1912.14,2156.1,-0.07,-0.07,0.54285,0.68036
"6920","Cux2",2675.89,2377.04,2853.89,2496.53,3668.02,2143.19,2382.14,2656.7,0.07,0.07,0.63438,0.7533
"6921","Cuzd1",15.71,24.53,11.7,17.26,15.99,18.95,11.54,16.5,-0.09,-0.17,0.73061,0.8282
"6922","Cwc15",1491.14,1400.76,1329.86,1258.62,1252.41,1093.35,1187.36,1287.6,-0.21,-0.22,0.02051,0.04959
"6923","Cwc22",169.7,245.25,239.77,219.74,243.24,225.27,241.59,226.4,0.1,0.11,0.50235,0.6447
"6924","Cwc25",307.97,300.9,325.16,286.47,473.02,449.13,479.07,374.5,0.59,0.61,1.23680475380945e-07,7.99177556148579e-07
"6925","Cwc27",270.26,237.7,216.38,232.4,272.7,217.55,220.16,238.2,-0.01,-0.01,0.93687,0.96393
"6926","Cwf19l1",271.83,316.94,287.73,231.25,312.26,284.22,293.54,285.4,0.09,0.1,0.50092,0.64352
"6927","Cwf19l2",199.55,217.9,228.08,230.1,186.01,202.11,135.23,199.9,-0.3,-0.33,0.05585,0.11674
"6928","Cwh43",111.56,128.28,85.38,147.26,81.64,95.44,75.03,103.5,-0.42,-0.49,0.03108,0.07104
"6929","Cx3cl1",8854.15,10866.47,10651.78,10285.25,33188.92,25930.96,27854.25,18233.1,1.48,1.51,1.2956302026656e-50,5.94225630822546e-48
"6930","Cx3cr1",1582.28,1279.07,1578.99,1248.27,2192.56,1675.12,1821.44,1625.4,0.4,0.42,0.00058,0.00206
"6931","Cxadr",1893.39,1934.65,2184.86,1753.33,2184.15,2536.18,1792.58,2039.9,0.15,0.16,0.17325,0.29312
"6932","Cxcl1",1.57,0,0,1.15,0,0,0.82,0.5,-0.05,-1.15,0.69317,NA
"6933","Cxcl10",3.14,6.6,3.51,5.75,1.68,6.32,4.12,4.4,-0.07,-0.24,0.78962,0.86847
"6934","Cxcl11",6.29,1.89,4.68,6.9,0.84,2.11,2.47,3.6,-0.33,-1.42,0.17907,0.30086
"6935","Cxcl12",1030.76,1176.26,1204.71,1136.67,1506.6,1316.51,1247.55,1231.3,0.24,0.25,0.01069,0.02819
"6936","Cxcl13",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6937","Cxcl14",2570.61,2373.27,2927.57,2105.37,2137.85,2921.45,2129.82,2452.3,-0.05,-0.06,0.66332,0.77738
"6938","Cxcl15",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6939","Cxcl16",31.43,17.92,19.88,27.61,13.47,28.07,17.32,22.2,-0.17,-0.28,0.52782,0.66728
"6940","Cxcl17",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6941","Cxcl2",0,0.94,0,0,0,0,0,0.1,-0.04,-1.32,0.7302,NA
"6942","Cxcl3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6943","Cxcl5",0,10.38,3.51,3.45,3.37,6.32,1.65,4.1,-0.05,-0.24,0.81834,0.88766
"6944","Cxcl9",0,0,0,0,0.84,0,0,0.1,0.01,0.37,0.92344,NA
"6945","Cxcr1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6946","Cxcr2",0,0,1.17,2.3,0,0,0,0.5,-0.1,-2.59,0.41204,NA
"6947","Cxcr3",0,0.94,0,1.15,0,0,1.65,0.5,0,-0.08,0.97704,NA
"6948","Cxcr4",65.99,90.55,73.69,51.77,45.45,97.55,79.16,72,0.05,0.07,0.81583,0.88612
"6949","Cxcr5",1.57,0,0,0,0,0.7,0.82,0.4,0.02,0.51,0.86513,NA
"6950","Cxcr6",0,2.83,0,0,0,0,0,0.4,-0.06,-2.35,0.53489,NA
"6951","Cxxc1",548.38,639.54,487.73,564.88,714.58,665.98,713.24,619.2,0.3,0.31,0.00566,0.01604
"6952","Cxxc4",842.2,1026.28,1037.46,901.97,1028.53,1182.48,1010.08,1004.1,0.16,0.17,0.11054,0.20497
"6953","Cxxc5",1158.03,1103.63,959.09,1089.5,1679.98,1658.98,2175.17,1403.5,0.74,0.77,1.79145833312387e-11,1.89483198374966e-10
"6954","Cyb561",802.92,944.21,816.4,878.96,1623.59,1572.66,1545.21,1169.1,0.85,0.87,6.09224115246009e-22,2.09783307160431e-20
"6955","Cyb561a3",150.84,217.9,205.85,182.93,313.1,305.27,310.03,240.8,0.65,0.7,4.20207771357278e-06,2e-05
"6956","Cyb561d1",355.11,363.16,380.13,337.09,372.02,347.37,327.35,354.6,-0.04,-0.04,0.73133,0.8284
"6957","Cyb561d2",274.97,298.07,231.59,199.03,207.05,218.95,249.02,239.8,-0.14,-0.16,0.34351,0.49217
"6958","Cyb5a",2077.23,1872.39,1803.56,1945.45,1060.51,1087.74,1093.36,1562.9,-0.81,-0.83,1.71950364774561e-23,7.20400689055673e-22
"6959","Cyb5b",3543.23,3537.26,3707.71,3824.18,3890.22,3620.41,3769.86,3699,0.04,0.04,0.56237,0.69726
"6960","Cyb5d1",290.69,279.21,283.05,301.42,260.92,294.04,268.8,282.6,-0.07,-0.07,0.58748,0.71741
"6961","Cyb5d2",268.69,253.74,237.43,256.56,246.61,221.06,264.68,249.8,-0.05,-0.06,0.67787,0.78917
"6962","Cyb5r1",249.83,248.08,244.45,263.46,225.57,267.37,238.3,248.2,-0.04,-0.04,0.75322,0.84351
"6963","Cyb5r2",0,3.77,1.17,0,0,1.4,0,0.9,-0.09,-1.4,0.55572,NA
"6964","Cyb5r3",1338.73,1205.5,1255.01,1267.82,1509.12,1372.65,1374.53,1331.9,0.16,0.16,0.05284,0.11165
"6965","Cyb5r4",1043.33,964.97,805.87,891.62,720.47,818.26,883.92,875.5,-0.19,-0.2,0.08692,0.1678
"6966","Cyb5rl",114.7,156.58,100.59,161.07,147.29,124.91,132.75,134,0.01,0.01,0.95931,0.9767
"6967","Cyba",175.98,142.43,164.92,146.11,139.72,162.81,156.67,155.5,-0.03,-0.03,0.84844,0.90831
"6968","Cybb",14.14,18.87,14.04,12.66,12.63,17.54,17.32,15.3,0.04,0.08,0.87126,0.92259
"6969","Cybc1",394.39,447.11,391.82,332.49,263.44,375.44,334.77,362.8,-0.25,-0.27,0.07555,0.14959
"6970","Cybrd1",183.84,225.44,190.65,188.68,263.44,414.74,216.03,240.4,0.52,0.6,0.0036,0.01074
"6971","Cyc1",4302.16,3783.46,3336.94,3324.88,3444.13,3124.26,3585.16,3557.3,-0.12,-0.12,0.2317,0.36743
"6972","Cycs",4047.61,3347.67,3119.39,3403.11,2355.85,2174.07,2228.77,2953.8,-0.61,-0.63,8.16680940603395e-11,7.9729956320864e-10
"6973","Cycs-ps2",3.14,0,5.85,6.9,0.84,2.11,4.95,3.4,-0.11,-0.58,0.62074,0.74284
"6974","Cycs-ps3",1.57,0,0,1.15,0,0,0,0.4,-0.07,-2.12,0.54112,NA
"6975","Cyct",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6976","Cyfip1",1687.55,1677.13,1821.11,1695.8,2043.59,1809.15,1720.84,1779.3,0.11,0.11,0.209,0.33933
"6977","Cyfip2",11002.08,12266.29,11900.94,13048.7,23285.78,19785.59,19926.17,15887.9,0.78,0.8,4.55947599081458e-20,1.27641642153246e-18
"6978","Cygb",419.53,425.41,407.03,454.44,611.9,691.24,699.22,529.8,0.62,0.65,2.49917233135229e-09,2.04215916507316e-08
"6979","Cyhr1",2999.57,2975.07,3122.9,2921.06,2941.65,2574.78,2835.64,2910.1,-0.11,-0.11,0.15535,0.26846
"6980","Cylc1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6981","Cylc2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6982","Cyld",1687.55,1904.46,2304.16,1921.29,2980.37,2658.99,2803.48,2322.9,0.51,0.52,5.28850350276581e-07,3.12069481263673e-06
"6983","Cym",0,0,0,4.6,0,0,0,0.7,-0.11,-3,0.35165,NA
"6984","Cyp11a1",190.12,208.46,208.19,199.03,192.74,185.27,177.28,194.4,-0.12,-0.13,0.39426,0.54325
"6985","Cyp11b1",0,0.94,0,1.15,0,0,0,0.3,-0.05,-1.99,0.60162,NA
"6986","Cyp11b2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6987","Cyp17a1",0,0,0,0,0,0,1.65,0.2,0.04,1.32,0.72553,NA
"6988","Cyp19a1",0,0.94,2.34,0,0.84,0,0,0.6,-0.08,-1.57,0.56717,NA
"6989","Cyp1a1",1.57,0.94,2.34,1.15,1.68,0.7,1.65,1.4,-0.02,-0.16,0.91619,0.95122
"6990","Cyp1a2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6991","Cyp1b1",61.28,77.35,70.18,108.14,94.27,145.97,128.63,98,0.52,0.63,0.01063,0.02807
"6992","Cyp20a1",397.53,323.54,345.04,301.42,235.67,263.86,283.65,307.2,-0.36,-0.38,0.00638,0.01785
"6993","Cyp21a1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6994","Cyp21a2-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6995","Cyp24a1",0,0,0,2.3,0,0,0,0.3,-0.06,-2.08,0.58518,NA
"6996","Cyp26a1",4.71,0.94,4.68,4.6,1.68,0,0.82,2.5,-0.34,-2.18,0.11735,0.21488
"6997","Cyp26b1",245.12,257.51,190.65,334.79,152.34,270.88,534.31,283.7,0.18,0.31,0.50491,0.64671
"6998","Cyp26c1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"6999","Cyp27a1",40.85,35.84,50.29,48.32,9.26,11.93,14.02,30.1,-1.46,-1.9,9.09893704969447e-07,5.16829214870129e-06
"7000","Cyp27b1",3.14,0.94,0,2.3,1.68,1.4,4.12,1.9,0.09,0.64,0.64736,0.76436
"7001","Cyp2a12",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7002","Cyp2a21-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7003","Cyp2a22",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7004","Cyp2a4",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7005","Cyp2a5",0,1.89,4.68,0,0,0,0,0.9,-0.2,-3.52,0.16542,NA
"7006","Cyp2ab1",0,0,1.17,0,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"7007","Cyp2b10",0,0,0,0,0,0,1.65,0.2,0.04,1.32,0.72553,NA
"7008","Cyp2b13",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7009","Cyp2b19",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7010","Cyp2b23",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7011","Cyp2b26-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7012","Cyp2b27-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7013","Cyp2b9",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7014","Cyp2c23",0,1.89,3.51,3.45,4.21,0,0.82,2,-0.06,-0.45,0.76604,0.8529
"7015","Cyp2c29",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7016","Cyp2c37",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7017","Cyp2c38",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7018","Cyp2c39",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7019","Cyp2c40",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7020","Cyp2c50",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7021","Cyp2c52-ps",12.57,2.83,1.17,1.15,0.84,1.4,0,2.9,-0.38,-2.48,0.08621,0.16656
"7022","Cyp2c53-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7023","Cyp2c54",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7024","Cyp2c55",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7025","Cyp2c65",0,0,0,0,0,0,0.82,0.1,0.01,0.37,0.92344,NA
"7026","Cyp2c66",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7027","Cyp2c67",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7028","Cyp2c68",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7029","Cyp2c69",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7030","Cyp2c70",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7031","Cyp2c71-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7032","Cyp2c72-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7033","Cyp2c73-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7034","Cyp2d10",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7035","Cyp2d11",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7036","Cyp2d12",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7037","Cyp2d22",452.53,514.08,446.8,493.55,568.97,492.64,548.33,502.4,0.16,0.17,0.1379,0.24405
"7038","Cyp2d26",0,1.89,4.68,0,0.84,0,0.82,1.2,-0.13,-1.62,0.42656,NA
"7039","Cyp2d32-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7040","Cyp2d33-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7041","Cyp2d34",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7042","Cyp2d34-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7043","Cyp2d35-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7044","Cyp2d36-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7045","Cyp2d37-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7046","Cyp2d38-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7047","Cyp2d39-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7048","Cyp2d40",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7049","Cyp2d41-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7050","Cyp2d67-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7051","Cyp2d9",0,0,0,0,0,0.7,0,0.1,0.01,0.37,0.92344,NA
"7052","Cyp2e1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7053","Cyp2f2",40.85,16.04,22.22,58.67,8.42,24.56,13.19,26.3,-0.62,-1.14,0.0267,0.06225
"7054","Cyp2g1",0,0,2.34,0,0,0,0,0.3,-0.06,-2.09,0.58212,NA
"7055","Cyp2j11",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7056","Cyp2j12",25.14,22.64,28.07,36.82,3.37,1.4,0.82,16.9,-3.43,-3.94,1.79284916331933e-08,1.30386830514546e-07
"7057","Cyp2j13",0,1.89,3.51,1.15,0,2.81,0.82,1.5,-0.05,-0.44,0.79303,0.87065
"7058","Cyp2j14-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7059","Cyp2j15-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7060","Cyp2j5",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7061","Cyp2j6",719.65,754.62,709.96,582.14,638.83,642.82,652.22,671.5,-0.1,-0.1,0.35978,0.50909
"7062","Cyp2j7",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7063","Cyp2j7-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7064","Cyp2j7-ps2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7065","Cyp2j7-ps3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7066","Cyp2j8",9.43,1.89,1.17,9.2,0,0,0,3.1,-1.09,-5.2,0.00162,0.00523
"7067","Cyp2j9",735.36,663.12,760.26,579.84,778.55,568.43,652.22,676.8,-0.04,-0.04,0.77169,0.85646
"7068","Cyp2r1",9.43,4.72,10.53,11.5,3.37,10.53,4.12,7.7,-0.2,-0.56,0.44336,0.59177
"7069","Cyp2s1",42.42,58.48,59.65,52.92,82.48,92.63,75.86,66.4,0.53,0.64,0.00961,0.02566
"7070","Cyp2t4",0,0,0,0,0,0,0.82,0.1,0.01,0.37,0.92344,NA
"7071","Cyp2u1",155.56,183.94,162.58,154.16,178.44,195.79,178.93,172.8,0.15,0.16,0.2989,0.44407
"7072","Cyp2w1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7073","Cyp39a1",58.14,30.18,37.43,50.62,54.71,42.81,37.93,44.5,0.04,0.05,0.87609,0.92591
"7074","Cyp3a11",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7075","Cyp3a13",0,4.72,8.19,6.9,1.68,0,0,3.1,-0.48,-3.22,0.03679,0.08212
"7076","Cyp3a16",0,0.94,0,0,0,0,0,0.1,-0.04,-1.32,0.7302,NA
"7077","Cyp3a25",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7078","Cyp3a41a",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7079","Cyp3a41b",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7080","Cyp3a44",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7081","Cyp3a57",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7082","Cyp3a59",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7083","Cyp3a61-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7084","Cyp3a63-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7085","Cyp46a1",2345.92,2545.89,2408.26,2420.6,4747.89,3764.98,3786.35,3145.7,0.73,0.75,4.67138061924092e-15,7.42597939737148e-14
"7086","Cyp4a10",0,0,0,0,0,0,0.82,0.1,0.01,0.37,0.92344,NA
"7087","Cyp4a12a",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7088","Cyp4a12b",0,2.83,0,2.3,0,0,0,0.7,-0.16,-3.18,0.24466,NA
"7089","Cyp4a14",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7090","Cyp4a28-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7091","Cyp4a29",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7092","Cyp4a29-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7093","Cyp4a30-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7094","Cyp4a30b",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7095","Cyp4a31",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7096","Cyp4a32",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7097","Cyp4b1",14.14,10.38,10.53,13.81,10.94,10.53,14.02,12,-0.02,-0.04,0.94422,0.96795
"7098","Cyp4b1-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7099","Cyp4b1-ps2",0,0,1.17,3.45,0,0.7,0,0.8,-0.11,-2.05,0.42176,NA
"7100","Cyp4f13",108.42,120.74,143.86,149.56,95.11,98.25,111.31,118.2,-0.32,-0.37,0.06097,0.1255
"7101","Cyp4f14",204.27,222.61,267.84,203.63,195.27,180.35,188,208.9,-0.24,-0.26,0.09459,0.18005
"7102","Cyp4f15",256.12,288.64,257.32,237,255.87,162.11,213.56,238.7,-0.28,-0.31,0.07178,0.14347
"7103","Cyp4f16",54.99,94.33,108.78,98.94,60.6,54.04,89.05,80.1,-0.32,-0.41,0.13956,0.24635
"7104","Cyp4f17",58.14,59.43,56.14,64.43,65.65,59.65,57.72,60.2,0.03,0.03,0.89199,0.93522
"7105","Cyp4f18",3.14,0,1.17,0,0,0,2.47,1,-0.02,-0.32,0.88931,NA
"7106","Cyp4f37",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7107","Cyp4f38-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7108","Cyp4f39",1.57,0,0,4.6,0.84,1.4,0.82,1.3,-0.06,-0.57,0.7521,0.84289
"7109","Cyp4f40",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7110","Cyp4f41-ps",9.43,5.66,5.85,2.3,0.84,0.7,1.65,3.8,-0.56,-2.44,0.03207,0.07297
"7111","Cyp4v3",130.42,97.16,140.36,120.8,138.03,157.9,155.84,134.4,0.27,0.31,0.10038,0.189
"7112","Cyp4x1",292.26,262.23,240.94,243.9,445.25,359.3,364.45,315.5,0.55,0.59,2e-05,0.00011
"7113","Cyp4x1os",33,10.38,22.22,26.46,17.68,20.35,9.89,20,-0.27,-0.5,0.31324,0.45965
"7114","Cyp51",3538.52,2654.36,2912.37,2700.17,2043.59,2070.21,2387.08,2615.2,-0.43,-0.44,5e-05,0.00023
"7115","Cyp7a1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7116","Cyp7b1",298.54,304.68,299.42,251.95,363.6,364.92,376,322.7,0.33,0.35,0.00536,0.01529
"7117","Cyp8b1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7118","Cypt1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7119","Cypt12",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7120","Cypt14",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7121","Cypt15",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7122","Cypt2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7123","Cypt3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7124","Cypt4",0,0,0,0,0,0,0,0,0,NA,NA,NA
"7125","Cyren",70.71,51.88,58.48,80.53,61.44,61.76,54.42,62.7,-0.11,-0.14,0.60083,0.72806
"7126","Cys1",238.83,234.87,191.82,238.15,143.93,169.83,145.95,194.8,-0.51,-0.56,0.00048,0.00174
"7127","Cysltr1",25.14,22.64,25.73,24.16,26.93,21.05,23.91,24.2,-0.02,-0.03,0.94422,0.96795
"7128","Cysltr2",1.57,9.43,8.19,10.35,5.05,17.54,5.77,8.3,0.12,0.34,0.65727,0.77252
"7129","Cysrt1",0,1.89,0,1.15,0.84,0.7,0,0.7,-0.04,-0.62,0.79743,NA
"7130","Cystm1",782.5,667.84,647.97,736.3,661.56,543.87,775.91,688,-0.09,-0.1,0.43948,0.58784
"7131","Cyth1",1510,1762.97,1548.58,1793.59,1659.78,1409.85,1400.92,1583.7,-0.15,-0.15,0.13352,0.23787
"7132","Cyth2",1833.68,2034.63,1540.4,1813.15,2555.32,2000.03,2151.26,1989.8,0.29,0.31,0.00649,0.01811
