"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"441","1700063D05Rik",18.86,19.81,26.9,12.66,10.1,4.91,4.12
"442","1700063H04Rik",0,0,0,0,0,0.7,0
"443","1700063H06Rik",0,0,0,0,0,0,0
"444","1700063I16Rik",0,0,0,1.15,0,0,0
"445","1700063J08Rik",6.29,3.77,0,1.15,0.84,1.4,1.65
"446","1700063K16Rik",0,0,0,0,0,0,0
"447","1700063O14Rik",0,0,7.02,1.15,0,0,0
"448","1700064H15Rik",0,0,2.34,1.15,1.68,5.61,1.65
"449","1700064J06Rik",0,0,0,0,0,0,0
"450","1700064M15Rik",1.57,2.83,1.17,3.45,1.68,2.11,4.12
"451","1700065D16Rik",3.14,3.77,5.85,2.3,7.58,5.61,6.6
"452","1700065I16Rik",0,0,0,0,0,0,0
"453","1700065J11Rik",0,0,0,0,0,0,0
"454","1700065J18Rik",0,0,0,2.3,0,0,0
"455","1700065L07Rik",1.57,0,0,0,0,0,0
"456","1700065O20Rik",0,0,0,0,0,0,0
"457","1700066B17Rik",0,1.89,0,0,0,0,0
"458","1700066B19Rik",6.29,0.94,1.17,0,0,1.4,4.12
"459","1700066C05Rik",0,0,0,0,0,0,0
"460","1700066J03Rik",0,0,0,0,0,0,0
"461","1700066M21Rik",953.77,918.75,801.19,862.86,574.86,700.36,585.43
"462","1700066N21Rik",0,0,0,0,0,0,0
"463","1700066O22Rik",0,0,0,0,0,0,0
"464","1700067G17Rik",0,0,0,0,0,0,0
"465","1700067K01Rik",0,0.94,0,0,0,0,0
"466","1700067P10Rik",0,0,0,0,0,0,0
"467","1700069B07Rik",3.14,0,0,2.3,0.84,0.7,1.65
"468","1700069L16Rik",0,0.94,0,0,0,0,0
"469","1700069P05Rik",0,0,0,0,0,0,0
"470","1700071G01Rik",0,0,0,0,0,0,0
"471","1700071K01Rik",0,0,0,1.15,0,0.7,0
"472","1700071M16Rik",4.71,0,0,0,0,0.7,0.82
"473","1700072B07Rik",0,0,0,0,0,0,0.82
"474","1700072G22Rik",0,0,0,0,0,0,0
"475","1700072O05Rik",0,0,0,0,0,0,0
"476","1700073E17Rik",0,0,0,0,0,0,0
"477","1700074A21Rik",0,0,0,0,0,0,0
"478","1700074H08Rik",0,0,0,0,0,0,0
"479","1700074P13Rik",0,0,0,0,0,0,0
"480","1700080C20Rik",0,0,0,0,0,0,0
"481","1700080N15Rik",0,0,0,0,0,0,0
"482","1700080O16Rik",0,0,0,0,0,0,0
"483","1700081B01Rik",0,0,4.68,0,1.68,3.51,3.3
"484","1700081H04Rik",0,0,0,0,0,0,0
"485","1700081N11Rik",3.14,5.66,5.85,0,1.68,0,0
"486","1700082M22Rik",6.29,0.94,1.17,0,1.68,1.4,0.82
"487","1700083H02Rik",1.57,0,0,0,0,0,0
"488","1700084C06Rik",1.57,3.77,4.68,1.15,0.84,7.02,0
"489","1700084D21Rik",0,0,0,0,0,0,0
"490","1700084E18Rik",4.71,4.72,3.51,13.81,14.31,7.72,4.12
"491","1700084F23Rik",0,0,0,0,0,0,0
"492","1700084J12Rik",3.14,0,0,0,0,0,0
"493","1700084M14Rik",0,0,0,0,0,0,0
"494","1700085C21Rik",0,0,0,0,0,0,0
"495","1700085D07Rik",0,0,0,0,0,0,0
"496","1700086D15Rik",0,0,0,0,1.68,0,1.65
"497","1700086L19Rik",611.23,602.75,662.01,552.23,734.78,681.41,614.29
"498","1700086O06Rik",106.85,97.16,83.04,104.69,94.27,65.97,74.21
"499","1700086P04Rik",0,2.83,1.17,8.05,0,0.7,0.82
"500","1700087I21Rik",70.71,63.2,60.82,115.05,76.59,83.51,54.42
"501","1700087M22Rik",0,0,0,0,0,0,0
"502","1700088E04Rik",100.56,85.84,88.89,130,80.8,118.6,141.82
"503","1700091H14Rik",0,0,0,0,0,0,0
"504","1700092C02Rik",0,0,0,0,0,0,0
"505","1700092C10Rik",0,0,0,0,0,0,0
"506","1700092C17Rik",0,0,0,0,0,0,0
"507","1700092E16Rik",0,0,0,0,0,0,0
"508","1700092E19Rik",0,0,0,0,0,0,0
"509","1700092K14Rik",3.14,4.72,2.34,6.9,2.53,0.7,0.82
"510","1700092M07Rik",0,0,0,0,0,0,0
"511","1700093J21Rik",0,1.89,7.02,3.45,0,0.7,0
"512","1700093K21Rik",0,6.6,3.51,1.15,0,0,0
"513","1700094D03Rik",17.28,15.09,35.09,29.91,14.31,28.77,38.75
"514","1700094J05Rik",0,0.94,0,2.3,0,0,0
"515","1700094M23Rik",3.14,1.89,1.17,0,0,1.4,0
"516","1700094M24Rik",0,0,0,0,0,0,0
"517","1700095A13Rik",0,0,0,0,0,0,0
"518","1700095A21Rik",0,0,0,0,0,0,0
"519","1700095B10Rik",0,0,1.17,0,0,0,0
"520","1700095J03Rik",0,0.94,8.19,3.45,0,0,1.65
"521","1700095J07Rik",0,0,0,0,0,0,0
"522","1700095J12Rik",0,0,0,0,0,0,0
"523","1700095K22Rik",0,0,0,0,0,0,0
"524","1700096J18Rik",0,0,1.17,3.45,1.68,0,0
"525","1700096K18Rik",22,24.53,44.45,42.57,37.03,32.28,23.09
"526","1700097M23Rik",0,5.66,4.68,6.9,1.68,4.21,1.65
"527","1700097N02Rik",4.71,0.94,0,0,0,0,1.65
"528","1700099I09Rik",0,0.94,0,0,0,0,0
"529","1700100I10Rik",0,0,0,0,0,0,0
"530","1700100L14Rik",0,0,0,0,0,0,0
"531","1700101I11Rik",106.85,61.31,71.35,72.48,58.92,63.16,61.02
"532","1700101I19Rik",0,0,0,0,0,0,0
"533","1700101O22Rik",0,0,0,0,0,0,0
"534","1700102F20Rik",0,0,0,0,0,0,0
"535","1700102H20Rik",9.43,6.6,9.36,11.5,1.68,4.21,0.82
"536","1700102P08Rik",12.57,14.15,11.7,18.41,10.1,9.12,12.37
"537","1700104B16Rik",1.57,0.94,1.17,0,0,0.7,0
"538","1700104L18Rik",0,0,0,0,0,0,0
"539","1700105G05Rik",0,0,0,0,0,0,0
"540","1700105P06Rik",11,2.83,1.17,1.15,3.37,4.91,2.47
"541","1700106O07Rik",0,0,0,0,0,0,0
"542","1700108F19Rik",4.71,2.83,4.68,3.45,1.68,0,0
"543","1700108J01Rik",0,0,0,0,0,0,0.82
"544","1700108N06Rik",0,0,0,0,0,0,0
"545","1700108N11Rik",0,1.89,0,0,0,0,0.82
"546","1700109G14Rik",1.57,0,0,1.15,0,0,0.82
"547","1700109G15Rik",0,0,0,0,0,0,0
"548","1700109H08Rik",40.85,36.79,44.45,41.42,6.73,16.14,0
"549","1700109I08Rik",0,0,0,0,0,0,0
"550","1700109K24Rik",0,0,1.17,0,0,0,0
"551","1700110C19Rik",3.14,10.38,0,8.05,2.53,0.7,0
"552","1700110I01Rik",0,0,0,0,0,0,0
"553","1700110I07Rik",0,0,0,0,0,0,0
"554","1700110K17Rik",0,0,0,0,0,2.81,0.82
"555","1700111E14Rik",0,0,0,1.15,0,0,0
"556","1700111N16Rik",0,0,0,0,0,0,0
"557","1700112D23Rik",34.57,18.87,21.05,21.86,14.31,11.93,4.95
"558","1700112H15Rik",0,0,0,0,0,0,0
"559","1700112J05Rik",0,0,0,0,0,0,0
"560","1700112J16Rik",17.28,11.32,10.53,16.11,8.42,16.14,17.32
"561","1700112K13Rik",0,0,0,0,0,0,0
"562","1700112L15Rik",0,0,0,0,0,0,0
"563","1700112M02Rik",0,0,0,0,0,0,0
"564","1700113A16Rik",29.85,38.67,42.11,36.82,25.25,23.16,28.86
"565","1700113B09Rik",0,0,0,0,0,0,0
"566","1700113B19Rik",0,0,0,0,0,0,0
"567","1700113H08Rik",0,0,1.17,1.15,0,0.7,0
"568","1700116B05Rik",0,0,0,0,0,0,0
"569","1700116H05Rik",0,0,0,0,0,0,0
"570","1700119H24Rik",0,1.89,0,0,0,0,0
"571","1700119I11Rik",0,0,0,2.3,0,0,0
"572","1700120B22Rik",3.14,0,2.34,0,0,0,0
"573","1700120C14Rik",31.43,20.75,29.24,32.21,20.2,18.95,22.26
"574","1700120C18Rik",0,0,0,0,0,0,0
"575","1700120E14Rik",0,0,0,0,0,0,0
"576","1700120G07Rik",0,0,0,0,0,0,0
"577","1700120G11Rik",0,0,0,0,0,0,0
"578","1700120K04Rik",0,0,1.17,0,0,2.11,0
"579","1700120O09Rik",0,0,0,0,0,0,0
"580","1700121C08Rik",0,0.94,0,6.9,0,0,0
"581","1700121L03Rik",1.57,0,0,3.45,0,0,0
"582","1700121L16Rik",0,0,0,0,0,0,0
"583","1700121N20Rik",0,0,2.34,0,0.84,0,0
"584","1700122C19Rik",0,0,0,0,0,0,0
"585","1700122D07Rik",0,0,0,0,0,0,0
"586","1700122E12Rik",0,0,0,0,0,0,0
"587","1700122H20Rik",0,0,0,0,0,0,0
"588","1700122O11Rik",0,0,0,0,0,0,0
"589","1700123J17Rik",3.14,0,0,0,0,0,0
"590","1700123K08Rik",0,1.89,0,0,0,0,0
"591","1700123L14Rik",0,0,0,1.15,0,1.4,0
"592","1700123M08Rik",64.42,47.16,53.8,55.22,41.24,28.07,21.44
"593","1700123O12Rik",0,0,0,1.15,0,0,0
"594","1700123O20Rik",645.8,623.5,578.96,599.4,462.92,461.06,493.08
"595","1700123O21Rik",0,0,0,1.15,0,0.7,0
"596","1700124L16Rik",15.71,22.64,28.07,11.5,10.1,4.91,18.96
"597","1700124M09Rik",0,0,0,0,0,0,0
"598","1700125G02Rik",0,0.94,0,0,0,0,0
"599","1700125G22Rik",0,0,0,0,0,0.7,0.82
"600","1700125H03Rik",0,0.94,0,1.15,0,0,0
"601","1700125H20Rik",3.14,1.89,0,2.3,0.84,2.81,1.65
"602","1700126A01Rik",0,0,0,0,0,0,0
"603","1700126G02Rik",0,0.94,0,0,0,0,2.47
"604","1700126H18Rik",0,0,0,0,0,0,0
"605","1700127F24Rik",0,0,0,0,0,0,0
"606","1700128A07Rik",0,0,0,0,0,0,0
"607","1700128E19Rik",0,0,0,0,0,0,0
"608","1700128F08Rik",0,0.94,0,0,0,0,0
"609","1700128I11Rik",0,0,0,0,0,0,0
"610","1700129C05Rik",0,0,0,0,0,0,0
"611","1700129L04Rik",0,0,0,0,0,0,0
"612","1810006J02Rik",1.57,0.94,0,5.75,0,0.7,0
"613","1810007C17Rik",0,0,0,0,0,0,0
"614","1810007D17Rik",1.57,1.89,1.17,4.6,0,1.4,1.65
"615","1810008B01Rik",0,0,0,0,0,5.61,0.82
"616","1810008I18Rik",0,0,0,0,0,0,0
"617","1810009A15Rik",11,17.92,7.02,21.86,9.26,4.21,4.12
"618","1810009J06Rik",0,0,0,0,0,0,0
"619","1810010H24Rik",47.14,35.84,37.43,34.51,53.03,65.97,49.47
"620","1810010K12Rik",9.43,13.21,17.54,14.96,4.21,4.91,3.3
"621","1810012K08Rik",0,0,0,1.15,0,0,0
"622","1810012K16Rik",0,0.94,0,2.3,0,0,0
"623","1810013D15Rik",4.71,0.94,2.34,5.75,0.84,0.7,4.12
"624","1810013L24Rik",1332.44,1262.1,1396.53,1323.05,1580.67,1666.69,1590.56
"625","1810014B01Rik",163.41,118.85,121.64,155.31,58.08,77.9,75.86
"626","1810014P07Rik",1.57,0,0,0,0,0,0
"627","1810017P11Rik",0,0,0,0,0,0,0
"628","1810018F18Rik",0,0,0,0,0,0,0
"629","1810019D21Rik",0,0,2.34,2.3,0,0,0
"630","1810019N24Rik",4.71,0,0,2.3,2.53,0,3.3
"631","1810020O05Rik",6.29,10.38,15.21,9.2,11.78,2.81,4.95
"632","1810021B22Rik",11,28.3,17.54,21.86,25.25,17.54,7.42
"633","1810024B03Rik",53.42,40.56,21.05,46.02,0.84,9.12,11.54
"634","1810026B05Rik",278.12,267.89,264.34,255.41,124.57,162.81,161.61
"635","1810028F09Rik",0,0.94,1.17,4.6,0,0.7,0
"636","1810030O07Rik",348.82,355.61,346.21,365.85,305.53,359.3,282
"637","1810034E14Rik",1.57,0,5.85,3.45,0.84,4.21,0.82
"638","1810035K13Rik",0,0,0,0,0,0,0
"639","1810037I17Rik",2391.48,2161.03,2146.26,2206.61,1111.85,925.63,1030.69
"640","1810041H14Rik",9.43,14.15,7.02,9.2,3.37,0.7,1.65
"641","1810044D09Rik",17.28,22.64,9.36,32.21,29.46,16.14,21.44
"642","1810044K17Rik",0,0,0,0,0,0,0
"643","1810046K07Rik",0,0,0,0,0,1.4,0
"644","1810049I09Rik",0,0,0,0,0,0,0
"645","1810049J17Rik",4.71,2.83,3.51,2.3,7.58,2.81,3.3
"646","1810053B23Rik",0,0,0,0,0,0,0
"647","1810055G02Rik",468.24,420.7,467.85,468.24,771.82,650.54,704.99
"648","1810058I24Rik",743.21,660.29,618.73,670.73,601.8,583.87,645.63
"649","1810058N15Rik",0,0,0,0,0,0,0
"650","1810059C17Rik",0,0.94,0,1.15,1.68,1.4,2.47
"651","1810059H22Rik",9.43,15.09,12.87,18.41,10.1,14.04,17.32
"652","1810062G17Rik",12.57,0,5.85,8.05,1.68,0.7,2.47
"653","1810062O18Rik",28.28,23.58,26.9,35.66,34.51,29.47,25.56
"654","1810063I02Rik",0,0,0,0,0,0.7,0
"655","1810064F22Rik",0,0,0,0,0,0,0
"656","1810065E05Rik",0,0,0,0,0,0,0
"657","1810073O08Rik",1.57,0,3.51,0,0.84,2.11,0.82
"658","2010001A14Rik",160.27,126.4,101.76,127.7,59.76,91.23,75.03
"659","2010001K21Rik",4.71,2.83,2.34,8.05,1.68,46.32,29.68
"660","2010001M07Rik",0,0,0,0,0,0,0
"661","2010003K11Rik",0,0,0,0,0,0,0
"662","2010007H06Rik",14.14,16.04,8.19,10.35,3.37,6.32,6.6
"663","2010008C14Rik",1.57,0,0,1.15,5.89,3.51,8.25
"664","2010009K17Rik",0,0,0,0,0,0,0
"665","2010010A06Rik",0,0,0,0,0,0,0
"666","2010013B24Rik",1.57,5.66,4.68,6.9,2.53,2.81,0.82
"667","2010016I18Rik",0,2.83,0,0,0,2.81,0
"668","2010103J01Rik",0,0,0,0,0,0,0
"669","2010106C02Rik",0,0,0,0,0,0,0
"670","2010106E10Rik",0,0,0,0,0,0.7,0
"671","2010106G04Rik",0,0,0,0,0,0,0
"672","2010109A12Rik",3.14,3.77,0,0,0.84,0.7,0
"673","2010109P13Rik",0,0,0,0,0,0,0
"674","2010110E17Rik",0,0.94,0,0,0,0,3.3
"675","2010110G14Rik",0,0,0,0,0,0,0
"676","2010110K18Rik",0,0,1.17,1.15,0,0.7,0
"677","2010203P06Rik",0,0,0,0,0,0,0
"678","2010204K13Rik",267.12,234.87,182.46,262.31,138.03,113.69,153.37
"679","2010300C02Rik",2317.63,2907.16,2260.89,2899.2,4401.96,2974.79,3509.3
"680","2010308F09Rik",4.71,2.83,0,1.15,10.94,2.11,0.82
"681","2010309G21Rik",0,1.89,0,0,0,0,0
"682","2010310C07Rik",0,0,0,0,0,0,0
"683","2010315B03Rik",422.67,362.22,325.16,345.14,133.83,170.53,160.79
"684","2010320M18Rik",260.83,217.9,202.35,166.82,169.18,155.79,152.54
"685","2010320O07Rik",1.57,3.77,8.19,4.6,4.21,0,0.82
"686","2200002A13Rik",4.71,0,0,0,0,0,0
"687","2200002D01Rik",1.57,1.89,3.51,1.15,1.68,3.51,0
"688","2200002J24Rik",0,0,0,0,0,0,0
"689","2200007N16Rik",0,0,0,0,0,0,0
"690","2210009P08Rik",0,0,0,2.3,0,0,0
"691","2210010C04Rik",6.29,4.72,2.34,6.9,0,0.7,2.47
"692","2210011K15Rik",0,0,0,0,0,0,0
"693","2210016F16Rik",103.7,143.38,111.11,146.11,160.76,166.32,151.72
"694","2210016L21Rik",2067.8,1939.36,1690.11,1487.57,2328.07,1978.98,2134.77
"695","2210017I01Rik",0,0,0,0,0,0,0
"696","2210020O09Rik",0,0,0,0,0,0,0
"697","2210039B01Rik",0,0,0,0,0,0,0
"698","2210404E10Rik",0,0,0,0,0,0,0
"699","2210406H18Rik",0,0,0,0,0.84,0.7,0
"700","2210406O10Rik",76.99,65.09,44.45,55.22,53.87,49.83,51.95
"701","2210407C18Rik",6.29,4.72,3.51,3.45,6.73,9.82,1.65
"702","2210408F21Rik",216.84,196.2,195.33,216.29,171.7,142.46,206.14
"703","2210408I21Rik",389.68,367.88,321.65,322.13,372.02,369.13,341.37
"704","2210409D07Rik",0,0,0,1.15,0,0,0
"705","2210409E12Rik",0,0,0,0,0,0,0
"706","2210411M09Rik",0,0,0,0,0,0,0
"707","2210412B16Rik",3.14,5.66,4.68,8.05,0.84,0,0
"708","2210414B05Rik",0,0.94,0,0,0,0,0
"709","2210414F02Rik",0,0,0,0,0,0,0
"710","2210417A02Rik",0,0,0,0,2.53,0,0
"711","2210418O10Rik",0,0,0,1.15,0,0,0
"712","2210420H20Rik",0,0,0,0,0,0,0
"713","2300002M23Rik",0,0,1.17,0,2.53,0,0
"714","2300003K06Rik",0,0,0,0,0,0,0
"715","2300009A05Rik",185.41,203.75,163.75,196.73,87.53,99.65,145.95
"716","2310001H17Rik",14.14,3.77,4.68,8.05,5.05,4.21,3.3
"717","2310001K20Rik",0,0,0,0,0,0,0
"718","2310001K24Rik",0,0.94,0,0,0,0,0
"719","2310002D06Rik",0,0.94,0,0,0.84,0,0
"720","2310002F09Rik",20.43,53.77,24.56,43.72,3.37,14.04,8.25
"721","2310002L09Rik",0,0.94,0,0,0,0,0
"722","2310003L06Rik",1.57,0,1.17,1.15,0,0.7,0
"723","2310003N18Rik",0,0.94,0,3.45,2.53,0.7,0
"724","2310005A03Rik",0,0,0,0,0,0,0
"725","2310005E17Rik",0,0,0,0,0,0,0
"726","2310008N11Rik",0,0,0,0,0,0.7,0
"727","2310009B15Rik",180.7,183.94,175.44,193.28,80.8,127.02,117.09
"728","2310010J17Rik",53.42,49.05,45.62,49.47,29.46,20.35,20.61
"729","2310011J03Rik",901.91,820.65,676.04,666.13,762.56,747.38,799.82
"730","2310014F06Rik",12.57,4.72,5.85,3.45,6.73,11.93,8.25
"731","2310015A10Rik",177.55,165.07,183.63,182.93,118.68,128.42,126.98
"732","2310015A16Rik",0,0,0,0,0,0,0
"733","2310015D24Rik",6.29,9.43,9.36,10.35,5.89,6.32,3.3
"734","2310015K22Rik",4.71,0,0,0,0,0,0
"735","2310016D03Rik",0,0,0,0,0,0,0
"736","2310016D23Rik",0,0,0,0,0,0,0
"737","2310016G11Rik",17.28,6.6,3.51,9.2,4.21,4.91,1.65
"738","2310020H05Rik",0,0,0,0,0,0,0
"739","2310022A10Rik",304.83,339.58,280.71,376.21,451.98,457.55,490.61
"740","2310022B05Rik",1726.83,1912.95,2063.22,2047.85,1780.98,1407.04,1672.2
"741","2310026I22Rik",4.71,5.66,0,6.9,7.58,1.4,1.65
"742","2310026L22Rik",0,0,1.17,0,0,0,4.12
"743","2310030A07Rik",0,0,0,0,0,0,0
"744","2310030G06Rik",20.43,19.81,24.56,28.76,37.03,31.58,15.67
"745","2310033P09Rik",142.99,199.03,190.65,220.89,313.94,296.85,291.07
"746","2310034C09Rik",0,0,0,0,0,0,0
"747","2310034G01Rik",29.85,13.21,14.04,19.56,12.63,11.93,14.02
"748","2310034O05Rik",0,5.66,0,1.15,4.21,0.7,3.3
"749","2310039H08Rik",78.56,69.8,72.52,97.79,64.81,77.19,70.09
"750","2310039L15Rik",0,0,0,0,0,0,0
"751","2310040G07Rik",6.29,3.77,7.02,3.45,0.84,2.81,3.3
"752","2310040G24Rik",64.42,55.65,60.82,48.32,31.98,29.47,48.65
"753","2310043L19Rik",0,0.94,3.51,3.45,1.68,2.81,0
"754","2310043M15Rik",0,0,0,0,0,0,0
"755","2310043O21Rik",0,1.89,0,1.15,0,0,0
"756","2310043P16Rik",3.14,7.55,9.36,4.6,8.42,16.14,6.6
"757","2310044K18Rik",0,1.89,0,1.15,0.84,2.11,0
"758","2310046K23Rik",0,0,0,0,0,0,0
"759","2310047D07Rik",6.29,7.55,4.68,4.6,5.05,5.61,6.6
"760","2310050C09Rik",0,0,0,0,0,0,0
"761","2310057J18Rik",0,0,0,0,0,0,0
"762","2310057M21Rik",329.97,318.83,362.58,309.48,445.25,517.9,492.26
"763","2310057N15Rik",0,0,0,0,0,0,0
"764","2310058D17Rik",29.85,50.94,64.33,55.22,21.88,25.97,43.7
"765","2310061I04Rik",576.66,566.91,571.95,606.3,766.77,656.15,654.7
"766","2310061N02Rik",0,0,0,0,0,0,0
"767","2310065F04Rik",0,7.55,7.02,5.75,7.58,2.81,5.77
"768","2310067P03Rik",0,0,0,0,0,0,0
"769","2310068J16Rik",1.57,2.83,4.68,6.9,1.68,0,4.95
"770","2310069B03Rik",0,0,0,1.15,0,0,0
"771","2310074N15Rik",9.43,13.21,5.85,14.96,9.26,4.91,15.67
"772","2310075C17Rik",0,1.89,0,0,0,1.4,0.82
"773","2310079G19Rik",0,0,0,0,0,0,0
"774","2310081O03Rik",0,0,0,0,0,0,0
"775","2400006E01Rik",0,0,0,0,0,0,0
"776","2410002F23Rik",766.78,825.36,724,724.8,999.91,958.61,888.87
"777","2410003I16Rik",0,0,0,1.15,0,0.7,0
"778","2410003L11Rik",1.57,0,0,1.15,0,0,1.65
"779","2410004B18Rik",804.49,686.7,654.99,621.26,536.99,527.73,582.14
"780","2410004I01Rik",17.28,21.7,29.24,18.41,14.31,4.91,14.02
"781","2410004P03Rik",14.14,8.49,14.04,23.01,8.42,137.55,73.39
"782","2410006H16Rik",972.62,975.34,802.36,870.91,393.06,366.32,437.01
"783","2410012E07Rik",0,0,0,0,0,0,0
"784","2410017I17Rik",0,0,0,0,0,0,0
"785","2410018L13Rik",58.14,57.54,60.82,81.68,75.75,58.95,47.82
"786","2410021H03Rik",0,0,0,0,0,0,0
"787","2410022M11Rik",40.85,49.99,39.77,48.32,54.71,30.18,32.98
"788","2410024N13Rik",0,0,0,0,0,0,0
"789","2410080I02Rik",14.14,24.53,7.02,13.81,11.78,7.02,9.89
"790","2410124H12Rik",0,0,0,0,0,0.7,9.07
"791","2410131K14Rik",589.23,657.46,707.62,640.82,617.79,865.98,718.19
"792","2410137M14Rik",0,3.77,2.34,4.6,0.84,0,0
"793","2410141K09Rik",0,0,0,0,0,0,0
"794","2410152P15Rik",0,0.94,0,0,0,0,0
"795","2500002B13Rik",9.43,20.75,22.22,21.86,20.2,12.63,24.74
"796","2500004C02Rik",223.12,201.86,210.53,189.83,95.95,95.44,93.17
"797","2510002D24Rik",307.97,206.58,240.94,216.29,164.97,152.28,216.03
"798","2510009E07Rik",1971.95,2210.08,2173.16,2012.18,2775.84,2201.44,2202.38
"799","2510016D11Rik",29.85,23.58,22.22,28.76,30.3,12.63,20.61
"800","2510017J16Rik",6.29,0.94,3.51,1.15,0,0,0
"801","2510039O18Rik",340.97,352.78,356.74,361.25,473.86,464.57,484.01
"802","2510046G10Rik",31.43,22.64,25.73,21.86,17.68,7.02,5.77
"803","2600002D14Rik",4.71,0,2.34,2.3,0.84,2.11,0
"804","2600006K01Rik",6.29,4.72,3.51,4.6,5.05,4.21,2.47
"805","2600014E21Rik",31.43,45.28,33.92,26.46,24.41,9.12,19.79
"806","2610001A08Rik",0,0,0,0,0,0,0
"807","2610001J05Rik",1241.31,1090.42,1129.86,1160.83,772.66,788.79,773.43
"808","2610002M06Rik",1571.28,1598.84,1491.27,1404.73,1788.56,1767.05,1633.44
"809","2610005L07Rik",58.14,66.03,74.86,70.18,46.29,37.9,32.98
"810","2610008E11Rik",636.37,726.32,705.28,594.8,494.06,463.17,458.45
"811","2610011E03Rik",0,0,0,2.3,0,0,0
"812","2610012C04Rik",0,0,0,0,0,0,0
"813","2610016A17Rik",0,0,2.34,0,0,0,0
"814","2610017A05Rik",4.71,3.77,2.34,5.75,1.68,1.4,0
"815","2610020C07Rik",12.57,12.26,17.54,9.2,6.73,6.32,5.77
"816","2610021A01Rik",529.52,491.44,419.9,401.52,370.34,489.83,341.37
"817","2610024D14Rik",0,0,1.17,0,0,0,0
"818","2610027F03Rik",0,0,0,0,0,0,0.82
"819","2610027K06Rik",1.57,1.89,0,2.3,0,2.11,0
"820","2610028D06Rik",6.29,8.49,1.17,6.9,0.84,0,0
"821","2610028E06Rik",23.57,3.77,7.02,4.6,4.21,0.7,0.82
"822","2610028H24Rik",0,0.94,0,1.15,0.84,0.7,1.65
"823","2610034O05Rik",0,0,0,0,0,0,0
"824","2610035D17Rik",329.97,238.65,184.8,261.16,231.46,336.85,309.21
"825","2610035F20Rik",7.86,12.26,11.7,13.81,0,9.82,8.25
"826","2610037D02Rik",33,36.79,26.9,46.02,7.58,7.72,13.19
"827","2610042L04Rik",6.29,5.66,3.51,2.3,1.68,3.51,0
"828","2610044O15Rik8",502.81,479.18,500.6,441.78,314.79,301.06,322.4
"829","2610105M22Rik",0,0,0,0,0,0,0
"830","2610203C22Rik",42.42,24.53,21.05,46.02,13.47,24.56,9.89
"831","2610204G07Rik",0,0,0,0,0,0,0
"832","2610206C17Rik",6.29,1.89,0,1.15,0.84,0,0.82
"833","2610300A13Rik",0,0,0,0,0,0,0
"834","2610300M13Rik",0,0.94,0,4.6,1.68,2.11,0
"835","2610301B20Rik",702.36,729.15,729.85,709.84,498.27,636.5,599.45
"836","2610303G11Rik",0,0,0,0,0,0,0
"837","2610306M01Rik",175.98,178.28,163.75,179.47,175.91,134.74,173.98
"838","2610306O10Rik",0,0,1.17,0,0,0,1.65
"839","2610307P16Rik",4.71,3.77,10.53,12.66,2.53,8.42,1.65
"840","2610316D01Rik",109.99,101.87,78.36,111.6,65.65,52.63,34.63
"841","2610318M16Rik",0,0,0,0,0,0,0
"842","2610318N02Rik",26.71,12.26,11.7,23.01,22.73,15.44,9.07
"843","2610507B11Rik",8085.79,8187.59,8927.75,9139.38,9570.68,7118.01,7276.69
"844","2610507I01Rik",109.99,128.28,98.25,101.24,62.28,56.14,91.53
"845","2610509F24Rik",0,0,0,0,0,0,0
"846","2610528A11Rik",17.28,16.04,2.34,14.96,5.05,2.81,4.12
"847","2610528J11Rik",1.57,1.89,1.17,3.45,2.53,1.4,1.65
"848","2700029L08Rik",11,13.21,9.36,13.81,0.84,1.4,3.3
"849","2700033N17Rik",7.86,12.26,8.19,6.9,16.83,5.61,9.89
"850","2700038G22Rik",11,10.38,11.7,16.11,4.21,7.02,2.47
"851","2700046A07Rik",48.71,43.39,28.07,39.12,7.58,9.82,4.95
"852","2700046G09Rik",84.85,90.55,77.2,87.44,58.92,63.86,55.25
"853","2700049A03Rik",139.84,96.21,106.44,104.69,101,136.14,125.33
"854","2700054A10Rik",44,49.05,49.12,60.98,58.92,43.51,33.81
"855","2700062C07Rik",191.7,199.97,187.14,246.2,167.49,175.44,184.7
"856","2700068H02Rik",0,2.83,5.85,10.35,7.58,1.4,6.6
"857","2700069I18Rik",14.14,0,3.51,3.45,2.53,1.4,0.82
"858","2700078F05Rik",0,0,0,0,0,0,0
"859","2700080J24Rik",0,0,0,0,0,0,0
"860","2700081O15Rik",1297.88,1384.72,1283.08,1537.04,1269.25,1197.91,1170.87
"861","2700089I24Rik",0,0,0,0,0,0,0
"862","2700097O09Rik",125.7,134.89,134.51,140.36,25.25,63.86,39.58
"863","2700099C18Rik",18.86,16.98,18.71,29.91,14.31,14.74,12.37
"864","2810001G20Rik",383.39,324.48,322.82,347.44,168.33,160.7,152.54
"865","2810002D19Rik",161.84,83.95,107.61,116.2,71.54,87.02,75.86
"866","2810004N23Rik",538.95,594.26,541.54,546.48,500.8,503.17,469.17
"867","2810006K23Rik",333.11,283.92,267.84,235.85,282.8,304.57,330.65
"868","2810013P06Rik",394.39,433.9,439.78,453.29,250.82,247.72,241.59
"869","2810021J22Rik",161.84,156.58,141.52,128.85,122.88,153.69,126.16
