"","gene","STR-M-CRE1","STR-M-CRE2","STR-M-CRE3","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3"
"2054","6330420H09Rik",2.76,1.11,0,2.3,1.61,3.04,2.3,0,1.29,3.4
"2055","6330537M06Rik",4.61,1.11,1.2,1.53,3.22,4.05,1.53,3.26,1.29,3.4
"2056","6330549D23Rik",23.04,17.78,42.04,45.14,38.68,28.33,25.3,40.26,34.9,37.35
"2057","6330562C20Rik",0.92,5.56,10.81,3.83,12.09,9.11,6.13,4.35,9.05,11.32
"2058","6330576A10Rik",6.45,7.78,4.8,4.59,10.48,3.04,6.13,1.09,5.17,7.92
"2059","6430500D05Rik",0,2.22,0,0,0,2.02,1.53,2.18,0,0
"2060","6430503K07Rik",2.76,14.45,8.41,21.42,13.7,15.18,12.27,21.76,28.43,23.77
"2061","6430511E19Rik",46.07,10,9.61,16.07,29.82,12.14,8.43,26.11,33.6,14.71
"2062","6430548M08Rik",5227.17,4824.71,8394.02,5566.18,4349.54,5583.57,5121.47,5567.91,6283.9,5341.15
"2063","6430550D23Rik",11.06,8.89,4.8,10.71,20.95,5.06,4.6,5.44,3.88,19.24
"2064","6430553K19Rik",2.76,0,2.4,4.59,0.81,3.04,0.77,1.09,2.58,5.66
"2065","6430562O15Rik",0,3.33,7.21,3.06,2.42,1.01,3.07,2.18,1.29,5.66
"2066","6430571L13Rik",143.74,173.38,86.47,107.88,217.6,221.6,184.8,238.3,206.79,181.09
"2067","6430573P05Rik",1.84,12.23,12.01,3.06,8.87,14.17,12.27,7.62,18.09,9.05
"2068","6430584L05Rik",77.4,76.69,105.69,79.57,74.14,59.7,68.25,41.35,31.02,66.78
"2069","6430590A07Rik",1.84,0,1.2,0,5.64,0,1.53,0,2.58,4.53
"2070","6430628N08Rik",4.61,18.89,0,10.71,31.43,27.32,28.37,19.59,16.8,19.24
"2071","6430710C18Rik",4.61,2.22,0,3.06,3.22,4.05,5.37,3.26,3.88,1.13
"2072","6430710M23Rik",9.21,2.22,1.2,0,1.61,0,0,0,0,0
"2073","6530401F13Rik",0,6.67,1.2,2.3,2.42,1.01,0.77,6.53,3.88,5.66
"2074","6530402F18Rik",260.76,301.2,462.4,370.31,142.65,171.01,201.67,131.66,130.54,118.84
"2075","6530403H02Rik",45.15,56.68,78.07,68.86,67.7,36.43,54.44,50.05,34.9,56.59
"2076","6530409C15Rik",8.29,8.89,3.6,6.89,12.09,6.07,3.07,2.18,5.17,4.53
"2077","6530411M01Rik",24.88,15.56,22.82,24.48,22.57,35.42,21.47,20.67,15.51,7.92
"2078","6530413G14Rik",0,0,0,0.77,0,0,0,3.26,1.29,1.13
"2079","6530437J22Rik",0.92,1.11,3.6,1.53,1.61,3.04,6.13,1.09,1.29,0
"2080","6720427I07Rik",42.38,36.68,15.61,46.67,47.55,11.13,19.17,20.67,33.6,20.37
"2081","6720464F23Rik",0,0,0,0,0,0,0,1.09,1.29,0
"2082","6720468P15Rik",0,10,6.01,6.89,10.48,3.04,17.64,8.7,23.26,5.66
"2083","6720469O03Rik",0,0,0,0,0,0,0,0,0,0
"2084","6720475M21Rik",0,0,0,0,0,0,0,0,1.29,0
"2085","6720482G16Rik",0,0,0,0,0,0,0,1.09,0,0
"2086","6720483E21Rik",0.92,5.56,0,3.06,4.03,3.04,0.77,3.26,6.46,0
"2087","6720489N17Rik",57.13,66.69,56.45,97.17,112.02,78.93,106.59,75.08,72.38,84.89
"2088","6820402A03Rik",0,0,1.2,0,1.61,0,0,2.18,0,2.26
"2089","6820408C15Rik",53.44,93.36,69.66,94.87,147.48,96.13,75.91,143.63,108.57,127.9
"2090","6820426E19Rik",0,0,0,0,0,0,0,0,0,0
"2091","6820431F20Rik",31.33,43.35,32.43,43.61,51.58,43.51,44.47,54.41,45.24,47.54
"2092","7120432I05Rik",0,0,0,0,0,0,0,0,0,0
"2093","7330404K18Rik",0,0,0,0,0,0,0,1.09,0,0
"2094","7330423F06Rik",0,0,0,0,0,0,0,0,0,0
"2095","7420426K07Rik",0,0,0,0,0,0,0,0,0,0
"2096","7420700N18Rik",0,0,0,0.77,0,0,0,0,0,0
"2097","7420701I03Rik",0,0,0,0,0,0,0,0,0,0
"2098","7530414M10Rik",0,0,0,0,0,0,0,0,0,0
"2099","7530416G11Rik",0,0,0,0,0,0,0,0,0,0
"2100","7530428D23Rik",19.35,5.56,54.05,39.79,12.09,6.07,3.83,2.18,5.17,4.53
"2101","7630403G23Rik",0,0,0,0,0,0,0,0,0,0
"2102","8030423F21Rik",1.84,0,6.01,2.3,8.87,4.05,2.3,2.18,0,2.26
"2103","8030423J24Rik",3.69,0,3.6,0,0,1.01,0,2.18,0,0
"2104","8030442B05Rik",0.92,2.22,2.4,3.83,0.81,3.04,1.53,1.09,2.58,0
"2105","8030443G20Rik",0.92,2.22,3.6,3.83,2.42,2.02,2.3,0,2.58,2.26
"2106","8030445P17Rik",5.53,0,0,1.53,0.81,0,0,0,3.88,0
"2107","8030451A03Rik",0,2.22,0,0,1.61,2.02,0.77,0,1.29,1.13
"2108","8030451O07Rik",0,0,0,0,0,0,0,0,0,0
"2109","8030453O22Rik",38.7,63.35,46.84,30.6,17.73,17.2,19.94,23.94,24.56,20.37
"2110","8030455M16Rik",0,0,0,0,0,0,0,0,0,0
"2111","8030456M14Rik",0,2.22,0,6.89,5.64,1.01,1.53,7.62,0,5.66
"2112","8030462N17Rik",1365.53,1402.62,980.04,950.27,992.09,1176.82,1193.91,1411.29,1305.38,1516.66
"2113","8030474K03Rik",0,1.11,0,0,0,1.01,0,0,0,1.13
"2114","8030487O14Rik",0,0,0,0,0,0,0,0,0,0
"2115","8430406P12Rik",12.9,11.11,0,9.18,9.67,7.08,6.9,18.5,14.22,9.05
"2116","8430419K02Rik",6.45,1.11,0,0,0,0,0,0,2.58,0
"2117","8430422H06Rik",0,0,0,0,0,0,0,0,0,0
"2118","8430422M14Rik",29.49,11.11,13.21,8.42,25.79,12.14,12.27,9.79,16.8,6.79
"2119","8430423G03Rik",0,0,0,3.83,0,0,1.53,0,0,0
"2120","8430426J06Rik",8.29,3.33,10.81,9.18,5.64,5.06,0.77,2.18,2.58,6.79
"2121","8430429K09Rik",182.44,166.71,176.55,179.8,190.2,132.56,167.16,168.66,177.07,193.54
"2122","8430430B14Rik",0,0,0,0,3.22,0,0,0,2.58,0
"2123","8430432A02Rik",7.37,7.78,2.4,7.65,4.03,1.01,2.3,1.09,9.05,1.13
"2124","8430436N08Rik",0,0,0,1.53,0,0,0,0,1.29,0
"2125","8430437L04Rik",0,0,0,0,0,0,0,0,0,0
"2126","9030025P20Rik",6.45,10,3.6,7.65,5.64,7.08,7.67,7.62,11.63,4.53
"2127","9030204H09Rik",0,0,0,0,0.81,0,0.77,0,2.58,0
"2128","9030404E10Rik",0,0,0,1.53,0.81,2.02,0,1.09,1.29,0
"2129","9030407P20Rik",107.81,151.15,174.15,183.63,148.29,148.75,158.73,190.42,178.36,215.05
"2130","9030607J07Rik",0,0,0,0,0,0,0,0,0,0
"2131","9030612E09Rik",5.53,6.67,20.42,19.13,11.28,8.1,9.2,11.97,11.63,10.19
"2132","9030616G12Rik",0,0,0,0,0,0,0,0,0,0
"2133","9030619P08Rik",0,0,0,0,0,0,0,0,0,0
"2134","9030622O22Rik",0,0,0,0,0,0,0,0,0,0
"2135","9030624G23Rik",12.9,16.67,14.41,10.71,10.48,17.2,19.17,15.23,19.39,14.71
"2136","9030625G05Rik",0,0,0,1.53,0,0,0.77,0,1.29,0
"2137","9130002K18Rik",0,0,0,4.59,5.64,2.02,0.77,0,3.88,1.13
"2138","9130008F23Rik",2.76,3.33,1.2,5.36,10.48,8.1,3.07,2.18,3.88,1.13
"2139","9130015A21Rik",4.61,0,0,0,0,0,0.77,0,0,0
"2140","9130015G15Rik",0,1.11,0,0.77,1.61,1.01,0.77,1.09,0,1.13
"2141","9130015L21Rik",0,0,0,0,0,0,0,0,0,0
"2142","9130016M20Rik",0,0,0,0,0,1.01,0,0,0,0
"2143","9130017K11Rik",3.69,1.11,18.02,9.95,6.45,4.05,5.37,11.97,7.75,4.53
"2144","9130019O22Rik",58.05,61.13,63.65,62.74,74.95,51.61,65.94,52.23,50.41,50.93
"2145","9130019P16Rik",26.72,13.34,15.61,8.42,16.12,9.11,8.43,18.5,9.05,14.71
"2146","9130023H24Rik",96.75,102.25,129.71,110.18,114.44,132.56,142.63,124.05,105.98,121.11
"2147","9130024F11Rik",47.91,127.81,410.75,274.67,10.48,3.04,11.5,27.2,9.05,5.66
"2148","9130204K15Rik",0,0,0,0,0,0,0,0,0,0
"2149","9130208D14Rik",0,1.11,0,0,0,0,1.53,0,0,3.4
"2150","9130209A04Rik",0,0,0,0,0,0,0,0,0,0
"2151","9130213A22Rik",7.37,4.45,9.61,5.36,7.25,7.08,15.34,3.26,3.88,4.53
"2152","9130214F15Rik",0,0,0,0,0,0,0,0,0,0
"2153","9130221F21Rik",0,0,0,0,0,0,0,0,0,0
"2154","9130221H12Rik",156.64,245.63,207.78,182.86,176.5,195.29,182.5,190.42,180.94,217.31
"2155","9130227L01Rik",0,2.22,10.81,2.3,0.81,0,0,0,0,0
"2156","9130230L23Rik",0,0,0,0,0,0,0,0,0,1.13
"2157","9130230N09Rik",62.66,47.79,14.41,34.43,44.33,32.38,26.07,72.9,31.02,61.12
"2158","9130401M01Rik",312.36,362.33,333.89,414.69,374.75,323.8,282.18,311.2,272.71,302.2
"2159","9130409I23Rik",0.92,0,0,0,0,1.01,0,0,0,0
"2160","9130410C08Rik",0,0,1.2,2.3,0,2.02,0,0,0,0
"2161","9130604C24Rik",5.53,17.78,13.21,12.24,21.76,8.1,11.5,13.06,5.17,3.4
"2162","9230009I02Rik",8.29,11.11,2.4,2.3,10.48,2.02,4.6,3.26,5.17,3.4
"2163","9230019H11Rik",0,0,0,0,0,0,0,0,0,0
"2164","9230020A06Rik",0,0,0,0,0,0,2.3,0,0,0
"2165","9230102K24Rik",1.84,0,0,0,0,0,0,0,0,0
"2166","9230102O04Rik",0,0,0,0,0,0,0,0,0,0
"2167","9230104M06Rik",0,1.11,0,2.3,0,0,0,1.09,0,0
"2168","9230105E05Rik",0,0,0,0,0,0,0,0,0,0
"2169","9230106D20Rik",0,0,0,0,0,0,0,0,0,0
"2170","9230109A22Rik",0,0,0,0,0,0,1.53,0,1.29,0
"2171","9230110F11Rik",0,0,0,0,0,0,0,0,0,0
"2172","9230111E07Rik",0,1.11,0,3.06,0.81,0,1.53,3.26,1.29,0
"2173","9230112D13Rik",0,0,0,0,0,0,0,0,0,0
"2174","9230112E08Rik",489.27,411.23,452.79,388.68,350.57,341,302.12,366.7,326.99,456.13
"2175","9230112J17Rik",11.98,10,8.41,9.18,15.31,2.02,8.43,7.62,12.92,5.66
"2176","9230114J08Rik",0,0,0,0,0,0,0,0,0,0
"2177","9230114K14Rik",74.63,35.57,46.84,54.32,66.09,65.77,55.21,55.49,45.24,62.25
"2178","9230116L04Rik",0,0,0,0,1.61,0,0,0,0,0
"2179","9230116N13Rik",1.84,6.67,3.6,12.24,12.09,4.05,6.9,19.59,1.29,5.66
"2180","9230117E06Rik",0,0,0,2.3,0,1.01,0,0,0,0
"2181","9330020H09Rik",22.11,31.12,43.24,37.49,31.43,25.3,27.6,28.29,38.77,38.48
"2182","9330102E08Rik",574.04,517.93,670.18,583.01,460.99,420.94,378.03,600.64,509.23,636.09
"2183","9330104G04Rik",109.65,90.03,105.69,104.82,99.93,91.07,115.79,97.93,62.04,89.42
"2184","9330111N05Rik",6.45,5.56,6.01,3.06,5.64,6.07,9.97,6.53,7.75,4.53
"2185","9330117O12Rik",14.74,10,10.81,6.12,12.09,2.02,6.9,2.18,5.17,0
"2186","9330118I20Rik",45.15,48.9,42.04,55.85,56.41,68.81,69.78,84.87,91.76,98.47
"2187","9330121J05Rik",24.88,25.56,26.42,33.66,32.24,41.49,42.94,46.79,41.36,48.67
"2188","9330121K16Rik",619.19,467.91,825.11,377.96,290.13,297.49,171,332.97,237.81,280.7
"2189","9330136K24Rik",11.98,5.56,4.8,16.07,12.09,8.1,6.9,9.79,5.17,4.53
"2190","9330151L19Rik",357.51,413.45,456.39,453.71,452.12,370.35,401.8,496.18,443.31,538.76
"2191","9330154J02Rik",29.49,41.12,27.62,38.26,36.27,26.31,32.21,16.32,10.34,41.88
"2192","9330154K18Rik",0,0,0,0,2.42,0,0,1.09,2.58,2.26
"2193","9330158H04Rik",29.49,38.9,16.81,51.26,46.74,52.62,66.71,76.17,67.21,72.44
"2194","9330159F19Rik",1966.29,1891.65,1628.6,1662.58,1643.27,1502.64,1598.01,1730.11,1614.27,1630.98
"2195","9330159M07Rik",27.64,25.56,37.23,30.6,30.62,23.27,39.11,33.73,36.19,23.77
"2196","9330159N22Rik",0,0,0,0,0,0,0,0,0,0
"2197","9330160F10Rik",41.46,25.56,36.03,42.85,30.62,28.33,25.3,51.14,42.65,47.54
"2198","9330161L09Rik",11.06,8.89,4.8,6.12,4.03,8.1,21.47,10.88,7.75,10.19
"2199","9330162012Rik",97.67,54.46,49.24,71.92,90.26,87.02,68.25,110.99,89.18,103
"2200","9330162B11Rik",0,0,0,0,0,0,0,0,2.58,0
"2201","9330162G02Rik",307.75,276.75,172.95,231.06,259.51,209.46,193.23,233.95,189.99,256.93
"2202","9330171B17Rik",23.04,26.67,62.45,26.78,28.21,22.26,32.97,46.79,51.7,18.11
"2203","9330175E14Rik",2.76,3.33,0,3.06,0,0,0,0,0,3.4
"2204","9330175M20Rik",0.92,4.45,1.2,1.53,0,0,0,2.18,2.58,2.26
"2205","9330178D15Rik",0,3.33,0,0,0,0,0,0,0,0
"2206","9330179D12Rik",30.41,30.01,50.44,41.32,37.88,29.34,37.57,42.44,21.97,28.3
"2207","9330182L06Rik",1508.35,1568.23,986.05,1173.68,1430.51,1812.28,1665.49,1809.55,1709.91,1791.7
"2208","9330182O14Rik",0,0,0,0,0,0,0,0,0,0
"2209","9330185C12Rik",10.14,4.45,1.2,3.06,1.61,1.01,4.6,1.09,3.88,4.53
"2210","9330188P03Rik",45.15,18.89,38.43,42.08,38.68,24.29,17.64,15.23,31.02,18.11
"2211","9330198I05Rik",5.53,5.56,7.21,9.18,7.25,7.08,2.3,1.09,3.88,7.92
"2212","9330198N18Rik",1.84,4.45,2.4,2.3,6.45,4.05,3.83,11.97,0,2.26
"2213","9330199G10Rik",0,0,6.01,0,0.81,1.01,1.53,0,0,0
"2214","9430002A10Rik",11.98,8.89,7.21,12.24,4.03,6.07,6.9,11.97,6.46,14.71
"2215","9430007M09Rik",0,0,1.2,0,0,0,0,0,0,0
"2216","9430014N10Rik",0,0,0,0,0,0,0,0,0,0
"2217","9430015G10Rik",279.19,243.4,260.62,264.73,323.98,217.55,197.07,231.77,240.4,229.76
"2218","9430018G01Rik",0,1.11,0,1.53,0.81,0,1.53,1.09,2.58,2.26
"2219","9430021M05Rik",49.76,84.47,88.88,71.16,69.31,66.78,65.18,89.23,63.33,53.2
"2220","9430024E24Rik",0,0,0,0,1.61,0,0,0,0,0
"2221","9430025C20Rik",10.14,6.67,0,3.06,0.81,0,0.77,4.35,9.05,4.53
"2222","9430031K09Rik",0,0,0,0,1.61,0,0,0,0,0
"2223","9430034N14Rik",2.76,2.22,0,0,0,0,0,1.09,0,0
"2224","9430037G07Rik",3.69,13.34,15.61,22.95,15.31,13.15,26.07,23.94,27.14,9.05
"2225","9430037O13Rik",0,0,2.4,8.42,0.81,0,0,0,0,2.26
"2226","9430038I01Rik",52.52,26.67,80.47,47.44,55.61,38.45,46.01,39.17,21.97,29.43
"2227","9430041J12Rik",121.63,71.13,72.06,109.41,109.6,72.86,82.05,97.93,125.37,125.63
"2228","9430053O09Rik",19.35,36.68,40.84,42.85,67.7,45.53,25.3,32.64,21.97,37.35
"2229","9430060I03Rik",6.45,0,2.4,4.59,4.03,4.05,4.6,5.44,0,7.92
"2230","9430062P05Rik",0,0,1.2,9.18,1.61,2.02,1.53,5.44,5.17,1.13
"2231","9430064I24Rik",30.41,7.78,14.41,26.78,24.18,11.13,17.64,26.11,16.8,16.98
"2232","9430065F17Rik",15.66,15.56,14.41,26.01,22.57,13.15,15.34,25.03,23.26,15.85
"2233","9430068D22Rik",0,0,0,0,0,0,0,0,0,0
"2234","9430069I07Rik",0,0,0,0.77,0,0,0,0,0,2.26
"2235","9430073C21Rik",0,0,0,0,0,0,0,0,0,0
"2236","9430078K24Rik",6.45,4.45,1.2,3.06,2.42,2.02,5.37,4.35,2.58,3.4
"2237","9430081H08Rik",16.59,15.56,6.01,7.65,6.45,12.14,8.43,13.06,18.09,19.24
"2238","9430083B18Rik",0,0,0,0,0,0,0,1.09,0,0
"2239","9430085M18Rik",16.59,7.78,6.01,10.71,12.09,4.05,5.37,6.53,11.63,2.26
"2240","9430087B13Rik",0,0,0,0,0,0,0,0,0,0
"2241","9430087J23Rik",0,0,0,0,0,0,0,0,0,0
"2242","9430091E24Rik",19.35,11.11,4.8,15.3,24.98,11.13,20.7,18.5,18.09,20.37
"2243","9430092D12Rik",4.61,0,0,0,0,0,0,0,0,0
"2244","9430093N23Rik",0,0,0,0,0,0,0,0,0,0
"2245","9430097D07Rik",6.45,11.11,13.21,11.48,6.45,9.11,12.27,10.88,12.92,4.53
"2246","9430099M06Rik",0,0,0,0,0,0,0,0,0,0
"2247","9530002B09Rik",0,0,0,0,0,0,0,0,0,0
"2248","9530003J23Rik",0,0,0,0,0,0,0,0,0,0
"2249","9530003O04Rik",0,0,0,0,0.81,0,0,0,0,0
"2250","9530013L04Rik",0,0,0,0,0,0,1.53,0,0,0
"2251","9530014B07Rik",0,0,0,0,0,0,0,0,0,0
"2252","9530018F02Rik",11.06,15.56,10.81,13.01,8.06,14.17,14.57,11.97,7.75,10.19
"2253","9530018H14Rik",0,0,0,0,0,0,0,0,0,0
"2254","9530020I12Rik",0,0,0,0,1.61,0,0,0,0,0
"2255","9530022L04Rik",0,0,0,0,0,0,0,0,0,0
"2256","9530026F06Rik",0.92,2.22,0,0.77,3.22,0,0,1.09,6.46,0
"2257","9530026P05Rik",12.9,11.11,20.42,16.83,29.82,18.21,12.27,14.15,31.02,12.45
"2258","9530034A14Rik",0,0,0,0,0,0,0,0,0,0
"2259","9530034E10Rik",0.92,0,0,0,0,2.02,0,0,0,0
"2260","9530036M11Rik",0,0,0,0,0,1.01,0,0,0,0
"2261","9530036O11Rik",34.09,23.34,12.01,17.6,12.09,26.31,29.14,30.47,23.26,24.9
"2262","9530046B11Rik",0,0,0,2.3,1.61,2.02,3.83,0,0,0
"2263","9530050K03Rik",0,0,0,0,0,0,0,1.09,1.29,0
"2264","9530051G07Rik",21.19,18.89,38.43,27.54,29.82,22.26,14.57,23.94,20.68,16.98
"2265","9530052C20Rik",1.84,5.56,6.01,2.3,4.84,8.1,5.37,3.26,7.75,5.66
"2266","9530052E02Rik",1.84,3.33,4.8,4.59,4.84,3.04,3.07,7.62,2.58,0
"2267","9530053A07Rik",7.37,3.33,2.4,7.65,12.89,7.08,8.43,17.41,23.26,10.19
"2268","9530056E24Rik",0,0,1.2,2.3,0,1.01,0.77,0,2.58,0
"2269","9530056K15Rik",0,1.11,3.6,3.06,1.61,0,3.07,0,3.88,1.13
"2270","9530059O14Rik",9.21,5.56,6.01,3.83,7.25,10.12,1.53,5.44,14.22,11.32
"2271","9530062K07Rik",12.9,4.45,18.02,19.89,17.73,12.14,6.13,8.7,14.22,10.19
"2272","9530068E07Rik",3505.05,3868.88,2961.75,3374.14,3802.33,3854.26,3767.3,3728.99,3748.11,3934.27
"2273","9530077C05Rik",96.75,127.81,163.34,114,121.69,138.63,161.03,102.28,130.54,141.48
"2274","9530078K11Rik",7.37,0,0,0,0,0,0,0,0,0
"2275","9530080O11Rik",41.46,32.23,48.04,28.31,22.57,29.34,20.7,21.76,25.85,35.09
"2276","9530082P21Rik",28.56,12.23,34.83,45.91,35.46,37.44,34.51,37,43.94,31.69
"2277","9530085L11Rik",5.53,36.68,16.81,16.07,24.18,21.25,26.07,34.82,16.8,26.03
"2278","9530085P06Rik",0,0,0,0,0,0,0,0,0,0
"2279","9530086O07Rik",0,0,0,0,0,0,0,0,0,0
"2280","9530086P17Rik",0,0,0,0,0,0,0,0,0,0
"2281","9530097N15Rik",0,0,0,0,0,0,0,0,0,0
"2282","9630001P10Rik",51.6,22.23,34.83,52.79,62.06,30.36,25.3,29.38,15.51,28.3
"2283","9630002D21Rik",2.76,4.45,19.22,9.95,5.64,4.05,10.74,5.44,16.8,1.13
"2284","9630009A06Rik",9.21,1.11,1.2,3.83,9.67,0,0,0,1.29,0
"2285","9630010A21Rik",6.45,0,0,4.59,1.61,0,0,3.26,3.88,0
"2286","9630013A20Rik",1341.58,1218.13,760.25,1516.45,2137.3,1034.14,1565.81,472.24,544.12,338.42
"2287","9630013D21Rik",5.53,2.22,7.21,10.71,1.61,2.02,0.77,3.26,0,2.26
"2288","9630013K17Rik",0,0,0,0,0.81,0,0,0,0,0
"2289","9630014M24Rik",35.01,40.01,58.85,61.97,35.46,24.29,42.94,31.56,63.33,26.03
"2290","9630015K15Rik",0,2.22,0,0,0,2.02,0.77,0,0,0
"2291","9630028B13Rik",4.61,10,30.03,37.49,16.92,24.29,15.34,13.06,18.09,13.58
"2292","9630028H03Rik",0,3.33,0,0.77,1.61,3.04,1.53,2.18,0,0
"2293","9630028I04Rik",4.61,1.11,4.8,5.36,2.42,2.02,0,3.26,6.46,2.26
"2294","9630041A04Rik",0,1.11,0,1.53,0,0,0,0,0,0
"2295","9630050E16Rik",0,0,0,0,0,0,0.77,0,0,0
"2296","9830004L10Rik",0,1.11,0,0,0,0,0,0,0,0
"2297","9830107B12Rik",0,0,0,0,0,0,0,0,0,0
"2298","9830132P13Rik",0,0,0,1.53,0,0,0,0,1.29,0
"2299","9830144P21Rik",5.53,3.33,7.21,9.18,1.61,3.04,0.77,5.44,3.88,1.13
"2300","9830166K06Rik",4.61,21.12,14.41,12.24,9.67,8.1,5.37,7.62,2.58,10.19
"2301","9930004E17Rik",8.29,7.78,13.21,3.83,13.7,9.11,14.57,11.97,10.34,10.19
"2302","9930012K11Rik",11.98,27.79,26.42,33.66,41.91,23.27,36.04,13.06,34.9,19.24
"2303","9930014A18Rik",245.1,268.97,132.11,120.12,315.92,104.22,217.77,330.79,177.07,277.3
"2304","9930017N22Rik",12.9,5.56,8.41,8.42,11.28,7.08,3.83,8.7,14.22,9.05
"2305","9930021J03Rik",1392.25,1387.06,1324.74,1150.73,1378.93,1406.52,1296.66,1461.35,1430.74,1375.18
"2306","9930022D16Rik",0,0,0,0,0,0,0.77,0,0,0
"2307","9930024M15Rik",0,0,0,0,2.42,0,0,0,0,0
"2308","9930038B18Rik",4.61,3.33,0,1.53,2.42,5.06,3.07,4.35,1.29,6.79
"2309","9930104L06Rik",377.78,370.11,339.89,475.9,452.12,305.59,276.05,327.52,435.56,329.37
"2310","9930111H07Rik",0,0,0,0,0,0,0,0,0,0
"2311","9930111J21Rik1",25.8,10,8.41,10.71,14.51,17.2,20.7,18.5,14.22,13.58
"2312","9930111J21Rik2",26.72,22.23,34.83,40.55,23.37,31.37,36.81,22.85,29.73,20.37
"2313","9930120I10Rik",0,1.11,2.4,0,3.22,1.01,0,4.35,1.29,1.13
"2314","A030001D20Rik",132.68,128.93,162.14,208.88,145.07,136.6,167.16,142.54,131.83,155.06
"2315","A030003K21Rik",0,0,0,0,0,0,0,0,0,0
"2316","A030005K14Rik",0,0,0,0,0,0,0,0,0,0
"2317","A030005L19Rik",0,1.11,0,2.3,4.03,0,0.77,0,0,2.26
"2318","A030012G06Rik",0,0,0,0,0,0,0,0,0,0
"2319","A030014E15Rik",0,0,0,0,0,0,0,0,0,0
"2320","A130006I12Rik",3.69,6.67,0,6.89,8.06,1.01,3.07,1.09,10.34,2.26
"2321","A130010J15Rik",203.63,208.95,196.97,228.77,229.69,205.41,222.37,251.36,254.61,315.78
"2322","A130012E19Rik",0,0,0,0,0.81,0,0,0,0,1.13
"2323","A130014A01Rik",47.91,45.57,43.24,58.15,60.44,66.78,62.88,35.91,49.11,54.33
"2324","A130023I24Rik",0,0,0,0,0,0,0,0,0,0
"2325","A130030D18Rik",0.92,1.11,0,0,3.22,1.01,1.53,0,0,0
"2326","A130048G24Rik",0,0,0,0,0,0,0,0,0,0
"2327","A130050O07Rik",0,0,0,0,0,0,0,0,0,0
"2328","A130051J06Rik",4.61,3.33,12.01,13.01,0.81,15.18,5.37,6.53,9.05,7.92
"2329","A130071D04Rik",0,0,0,0,0,0,0,0,0,0
"2330","A130077B15Rik",7.37,2.22,4.8,3.83,2.42,5.06,4.6,5.44,9.05,2.26
"2331","A1bg",0,0,0,0,0,0,0,0,0,0
"2332","A1cf",0,0,0,0,0,0,0,0,0,0
"2333","A230001M10Rik",1.84,2.22,6.01,3.83,9.67,2.02,5.37,3.26,5.17,0
"2334","A230004M16Rik",10.14,1.11,4.8,0.77,0,0,2.3,1.09,3.88,3.4
"2335","A230005M16Rik",11.98,17.78,19.22,24.48,10.48,26.31,9.97,13.06,18.09,16.98
"2336","A230006K03Rik",48.83,66.69,27.62,30.6,63.67,75.89,89.72,96.84,85.3,59.99
"2337","A230009B12Rik",8.29,4.45,2.4,10.71,8.06,9.11,15.34,8.7,19.39,7.92
"2338","A230020J21Rik",0,0,0,0,0,0,0,0,0,0
"2339","A230028O05Rik",6.45,7.78,9.61,9.18,16.12,1.01,5.37,9.79,7.75,6.79
"2340","A230051N06Rik",50.68,27.79,49.24,43.61,49.16,36.43,21.47,27.2,21.97,21.5
"2341","A230052G05Rik",4.61,6.67,24.02,30.6,3.22,15.18,16.87,5.44,10.34,14.71
"2342","A230056P14Rik",119.78,96.69,66.06,104.05,120.89,103.21,92.02,83.79,99.52,99.6
"2343","A230057D06Rik",86.61,40.01,44.44,59.68,107.99,29.34,53.68,87.05,77.55,63.38
"2344","A230059L01Rik",3.69,2.22,1.2,1.53,1.61,1.01,2.3,1.09,0,2.26
"2345","A230060F14Rik",0,5.56,6.01,1.53,4.84,6.07,2.3,0,5.17,6.79
"2346","A230065N10Rik",0,1.11,6.01,2.3,3.22,1.01,3.07,5.44,1.29,7.92
"2347","A230072C01Rik",125.31,152.27,144.12,144.61,167.63,148.75,122.69,143.63,174.48,151.67
"2348","A230072E10Rik",41.46,40.01,8.41,21.42,48.36,39.46,45.24,52.23,36.19,40.75
"2349","A230072I06Rik",0,0,0,0,0,0,0,0,0,0
"2350","A230077H06Rik",105.96,67.8,110.5,140.02,79.79,54.64,57.51,62.02,91.76,78.1
"2351","A230081H15Rik",0,0,0,0,0,0,0,0,0,0
"2352","A230083G16Rik",8.29,6.67,12.01,16.83,20.15,12.14,9.2,18.5,16.8,32.82
"2353","A230083N12Rik",11.06,4.45,3.6,6.89,4.84,4.05,4.6,7.62,6.46,4.53
"2354","A230085B16Rik",0,0,7.21,0,0,2.02,0,0,0,0
"2355","A230087F16Rik",17.51,24.45,6.01,9.18,18.54,23.27,26.07,17.41,29.73,14.71
"2356","A230098N10Rik",0,0,0,0,0,0,0,0,0,0
"2357","A230103J11Rik",153.88,168.94,111.7,106.35,175.69,182.14,151.06,194.77,168.02,217.31
"2358","A230103L15Rik",56.21,18.89,4.8,38.26,20.15,5.06,22.24,16.32,27.14,11.32
"2359","A230103O09Rik",9.21,2.22,0,4.59,4.03,3.04,6.9,2.18,2.58,6.79
"2360","A230107N01Rik",18.43,16.67,4.8,16.83,9.67,6.07,7.67,8.7,14.22,4.53
"2361","A230108P19Rik",0,0,1.2,1.53,1.61,0,0,4.35,0,0
"2362","A26c2",0,0,0,0,0,0,0,0,0,0
