"","gene","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"37050","Gm9172",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37051","Gm9173",0.79,0,0,0,1.12,0,1.17,0.4,0.01,1.57,0.59631,NA
"37052","Gm9174",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37053","Gm9176",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37054","Gm9182",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37055","Gm9191",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37056","Gm9192",0,0,0,0,0,1.33,0,0.2,0,1.45,0.70428,NA
"37057","Gm9194",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"37058","Gm9195",0,0,2.09,0,1.12,1.33,0,0.6,0,0.82,0.7663,NA
"37059","Gm9198",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37060","Gm9200",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37061","Gm9202",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37062","Gm9204",2.38,3.33,5.23,3.96,1.12,1.33,4.68,3.1,-0.01,-0.63,0.55693,NA
"37063","Gm9207",0.79,3.33,0,0.79,1.12,1.33,1.17,1.2,0,-0.05,0.97638,NA
"37064","Gm9208",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"37065","Gm9210",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37066","Gm9211",0.79,2.49,2.09,1.58,1.12,0,2.34,1.5,-0.01,-0.55,0.71419,NA
"37067","Gm9212",1.59,0,2.09,1.58,4.49,0,1.17,1.6,0.01,0.56,0.73094,NA
"37068","Gm9214",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37069","Gm9218",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37070","Gm9220",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37071","Gm9224",1.59,0,0,1.58,2.25,2.67,0,1.2,0.01,1,0.60682,NA
"37072","Gm9225",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37073","Gm9226",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37074","Gm9227",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37075","Gm9229",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37076","Gm9230",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37077","Gm9231",0,0,1.05,0,1.12,0,1.17,0.5,0.01,1.57,0.58761,NA
"37078","Gm9234",7.15,4.16,2.09,4.75,7.86,6.67,8.19,5.8,0.02,0.72,0.34107,NA
"37079","Gm9236",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37080","Gm9237",0,1.66,1.05,5.55,0,0,0,1.2,-0.02,-3.22,0.16154,NA
"37081","Gm9238",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37082","Gm9239",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37083","Gm9240",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37084","Gm9242",2.38,0,0,0.79,1.12,0,0,0.6,0,-0.9,0.74364,NA
"37085","Gm9244",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37086","Gm9245",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37087","Gm9246",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37088","Gm9247",1.59,1.66,2.09,4.75,4.49,1.33,4.68,2.9,0.01,0.48,0.65492,NA
"37089","Gm9249",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37090","Gm9251",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37091","Gm9252",0,0,2.09,0,0,0,1.17,0.5,0,-0.14,0.96777,NA
"37092","Gm9255",3.97,0.83,3.14,2.38,3.37,0,0,2,-0.01,-1.15,0.45591,NA
"37093","Gm9256",3.97,0,2.09,0,2.25,1.33,0,1.4,0,-0.34,0.86374,NA
"37094","Gm9257",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37095","Gm9259",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37096","Gm9260",0,0.83,0,1.58,0,4,1.17,1.1,0.01,1.46,0.47823,NA
"37097","Gm9264",0,0,0,1.58,0,0,0,0.2,0,-0.92,0.80855,NA
"37098","Gm9265",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37099","Gm9266",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37100","Gm9267",1.59,0.83,0,2.38,0,0,1.17,0.9,-0.01,-1.5,0.49559,NA
"37101","Gm9269",25.43,14.13,30.32,36.44,25.82,28.01,16.38,25.2,-0.01,-0.19,0.67851,0.92418
"37102","Gm9271",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37103","Gm9273",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37104","Gm9274",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37105","Gm9275",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37106","Gm9276",0,4.99,0,0.79,2.25,2.67,4.68,2.2,0.01,1.13,0.45599,NA
"37107","Gm9278",0,0,1.05,0,1.12,0,2.34,0.6,0.01,2.16,0.4095,NA
"37108","Gm9279",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37109","Gm9280",0,0.83,0,0,1.12,0,0,0.3,0,0.73,0.84886,NA
"37110","Gm9284",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37111","Gm9285",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37112","Gm9286",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37113","Gm9287",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37114","Gm9288",0,2.49,0,0,1.12,0,0,0.5,0,-0.54,0.87489,NA
"37115","Gm9289",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37116","Gm9290",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"37117","Gm9292",1.59,0,1.05,3.96,1.12,0,2.34,1.4,0,-0.5,0.77054,NA
"37118","Gm9293",0,0,2.09,0,0,0,0,0.3,0,-1.12,0.76875,NA
"37119","Gm9294",3.18,3.33,6.27,3.17,6.74,6.67,8.19,5.4,0.03,0.88,0.25507,NA
"37120","Gm9298",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37121","Gm9299",0,0.83,0,1.58,0,0,0,0.3,0,-1.46,0.69952,NA
"37122","Gm9300",0.79,0,0,0.79,1.12,0,1.17,0.6,0,0.88,0.72375,NA
"37123","Gm9302",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37124","Gm9305",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37125","Gm9308",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"37126","Gm9309",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37127","Gm9311",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37128","Gm9314",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37129","Gm9315",0,0,0,1.58,1.12,1.33,1.17,0.7,0.01,1.51,0.50506,NA
"37130","Gm9316",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37131","Gm9317",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37132","Gm9318",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37133","Gm9319",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37134","Gm9320",7.15,7.48,10.46,11.09,11.23,14.67,10.53,10.4,0.02,0.42,0.45044,NA
"37135","Gm9321",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37136","Gm9322",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37137","Gm9332",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37138","Gm9333",7.95,10.81,0,3.17,8.98,14.67,11.7,8.2,0.03,1.08,0.20652,NA
"37139","Gm9334",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37140","Gm9335",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37141","Gm9341",1.59,0,0,0,1.12,0,1.17,0.6,0,0.87,0.75709,NA
"37142","Gm9343",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37143","Gm9347",0.79,4.16,3.14,7.92,1.12,1.33,4.68,3.3,-0.01,-0.75,0.51917,NA
"37144","Gm9348",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37145","Gm9349",3.18,7.48,6.27,7.92,7.86,9.34,7.02,7,0.01,0.37,0.58811,NA
"37146","Gm9351",0.79,0,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"37147","Gm9353",2.38,0,2.09,0,1.12,4,1.17,1.5,0.01,0.91,0.58424,NA
"37148","Gm9354",2.38,0,0,1.58,0,0,1.17,0.7,-0.01,-1.22,0.63879,NA
"37149","Gm9357",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37150","Gm9358",6.36,6.65,9.41,4.75,7.86,0,3.51,5.5,-0.02,-0.8,0.38254,NA
"37151","Gm9359",0.79,0.83,0,0,0,0,0,0.2,0,-0.95,0.80329,NA
"37152","Gm9360",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37153","Gm9361",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37154","Gm9364",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37155","Gm9367",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37156","Gm9368",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37157","Gm9369",0,0,1.05,0.79,0,0,0,0.3,0,-0.97,0.799,NA
"37158","Gm9370",1.59,1.66,0,0,2.25,1.33,0,1,0,0.53,0.79756,NA
"37159","Gm9372",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37160","Gm9373",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37161","Gm9375",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37162","Gm9376",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37163","Gm9377",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37164","Gm9378",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37165","Gm9379",1.59,1.66,0,0,1.12,0,0,0.6,0,-0.93,0.73164,NA
"37166","Gm9381",0.79,0,2.09,0,2.25,0,0,0.7,0,0.12,0.96334,NA
"37167","Gm9385",86.61,113.06,87.83,87.14,87.56,88.02,128.69,97,0.01,0.12,0.6261,0.91002
"37168","Gm9386",0,0,0,1.58,0,0,0,0.2,0,-0.92,0.80855,NA
"37169","Gm9387",1.59,0.83,3.14,0,6.74,4,4.68,3,0.04,1.95,0.0937,NA
"37170","Gm9390",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37171","Gm9391",1.59,0,0,0,0,0,1.17,0.4,0,0.03,0.9925,NA
"37172","Gm9392",20.66,38.24,18.82,24.56,16.84,18.67,11.7,21.4,-0.05,-0.71,0.1235,0.57695
"37173","Gm9395",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37174","Gm9396",3.18,9.14,6.27,1.58,12.35,6.67,9.36,6.9,0.03,0.93,0.23575,NA
"37175","Gm9397",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37176","Gm9399",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37177","Gm94",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37178","Gm9400",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37179","Gm9402",0,0,0,1.58,0,0,0,0.2,0,-0.92,0.80855,NA
"37180","Gm9403",25.43,19.95,23,11.09,17.96,16,21.06,19.2,-0.01,-0.11,0.81473,0.96306
"37181","Gm9406",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37182","Gm9407",0.79,0,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"37183","Gm9408",0,0.83,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"37184","Gm9409",1.59,4.16,6.27,0.79,5.61,5.33,7.02,4.4,0.02,0.94,0.31612,NA
"37185","Gm9410",0,0,0,0,0,1.33,0,0.2,0,1.45,0.70428,NA
"37186","Gm9411",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37187","Gm9415",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37188","Gm9416",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37189","Gm9419",0,0.83,0,0,1.12,1.33,4.68,1.1,0.02,3.19,0.10621,NA
"37190","Gm9423",1.59,0.83,0,0.79,1.12,0,0,0.6,0,-0.92,0.69998,NA
"37191","Gm9427",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37192","Gm9428",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37193","Gm9429",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37194","Gm9430",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37195","Gm9431",1.59,0,1.05,3.17,0,0,1.17,1,-0.01,-1.76,0.41271,NA
"37196","Gm9432",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"37197","Gm9434",0,0,1.05,0.79,0,0,0,0.3,0,-0.97,0.799,NA
"37198","Gm9435",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"37199","Gm9436",1.59,0.83,1.05,1.58,0,1.33,0,0.9,-0.01,-1.55,0.42847,NA
"37200","Gm9439",0,0,1.05,1.58,0,0,1.17,0.5,0,-0.6,0.83362,NA
"37201","Gm9440",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37202","Gm9442",9.54,2.49,4.18,5.55,11.23,6.67,5.85,6.5,0.02,0.54,0.48301,NA
"37203","Gm9443",0.79,0.83,0,1.58,0,0,0,0.5,-0.01,-1.87,0.51773,NA
"37204","Gm9445",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37205","Gm9449",0,1.66,1.05,1.58,2.25,5.33,0,1.7,0.01,1.22,0.44456,NA
"37206","Gm9451",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37207","Gm9457",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37208","Gm9458",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37209","Gm9463",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37210","Gm9465",0,0,0,1.58,0,0,0,0.2,0,-0.92,0.80855,NA
"37211","Gm9466",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37212","Gm9472",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37213","Gm9474",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"37214","Gm9476",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37215","Gm9480",0,1.66,2.09,0.79,0,1.33,2.34,1.2,0,0.13,0.94369,NA
"37216","Gm9484",6.36,4.16,4.18,2.38,3.37,14.67,5.85,5.9,0.03,0.88,0.2884,NA
"37217","Gm9487",0,1.66,2.09,0.79,1.12,1.33,0,1,0,-0.46,0.81137,NA
"37218","Gm9493",55.62,39.07,39.73,41.19,32.55,37.34,44.46,41.4,-0.02,-0.21,0.50535,0.86279
"37219","Gm9495",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37220","Gm9496",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37221","Gm9497",0,1.66,0,0,1.12,0,0,0.4,0,-0.01,0.99794,NA
"37222","Gm9498",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37223","Gm9499",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37224","Gm9501",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37225","Gm9502",0.79,1.66,2.09,0.79,2.25,2.67,1.17,1.6,0.01,0.62,0.64502,NA
"37226","Gm9504",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37227","Gm9506",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37228","Gm9507",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37229","Gm9508",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37230","Gm9509",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37231","Gm9512",7.95,5.82,12.55,11.88,8.98,8,4.68,8.6,-0.01,-0.4,0.54717,NA
"37232","Gm9514",4.77,4.16,1.05,7.13,3.37,5.33,3.51,4.2,0,-0.1,0.91233,NA
"37233","Gm9515",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37234","Gm9516",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"37235","Gm9517",6.36,4.16,1.05,0.79,3.37,1.33,0,2.4,-0.01,-0.98,0.48697,NA
"37236","Gm9519",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37237","Gm9520",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37238","Gm9521",0,1.66,1.05,1.58,0,0,0,0.6,-0.01,-2.27,0.39162,NA
"37239","Gm9522",8.74,4.16,5.23,3.96,5.61,12,7.02,6.7,0.02,0.56,0.44386,NA
"37240","Gm9523",0.79,1.66,0,0,1.12,2.67,0,0.9,0.01,1,0.64349,NA
"37241","Gm9525",0,2.49,1.05,0.79,1.12,4,0,1.4,0.01,0.64,0.71759,NA
"37242","Gm9529",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37243","Gm9530",1.59,0.83,0,0.79,0,4,0,1,0,0.66,0.75105,NA
"37244","Gm9531",32.58,38.24,32.41,38.03,68.48,44.01,44.46,42.6,0.08,0.57,0.06468,0.45449
"37245","Gm9535",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37246","Gm9536",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37247","Gm9540",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37248","Gm9541",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37249","Gm9544",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37250","Gm9547",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37251","Gm9550",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37252","Gm9553",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37253","Gm9555",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37254","Gm9556",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37255","Gm9560",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37256","Gm9563",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37257","Gm9568",0.79,1.66,1.05,1.58,1.12,1.33,0,1.1,-0.01,-0.66,0.70439,NA
"37258","Gm9569",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37259","Gm9570",0.79,0.83,2.09,1.58,1.12,0,0,0.9,-0.01,-1.6,0.41604,NA
"37260","Gm9573",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37261","Gm9574",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37262","Gm9575",3.18,4.16,2.09,2.38,2.25,8,2.34,3.5,0.01,0.48,0.63182,NA
"37263","Gm9577",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37264","Gm9578",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37265","Gm9583",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37266","Gm9584",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37267","Gm9585",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37268","Gm9586",0.79,0.83,0,0,0,0,0,0.2,0,-0.95,0.80329,NA
"37269","Gm9587",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37270","Gm9593",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37271","Gm9595",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37272","Gm9597",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37273","Gm9598",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37274","Gm9599",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37275","Gm960",48.47,40.74,37.64,47.53,37.04,36.01,26.91,39.2,-0.04,-0.39,0.2068,0.68388
"37276","Gm9602",0,0,0,1.58,1.12,1.33,0,0.6,0,0.95,0.7342,NA
"37277","Gm9603",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37278","Gm9604",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37279","Gm9611",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37280","Gm9613",1.59,0.83,1.05,0,3.37,2.67,0,1.4,0.01,1.22,0.47229,NA
"37281","Gm9614",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37282","Gm9616",64.36,61.52,94.11,75.26,80.82,49.34,111.14,76.7,0.01,0.13,0.66942,0.92145
"37283","Gm9618",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37284","Gm9619",4.77,2.49,5.23,3.17,0,6.67,9.36,4.5,0.01,0.45,0.66259,NA
"37285","Gm9621",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37286","Gm9625",25.43,28.27,21.96,19.8,5.61,21.34,28.08,21.5,-0.02,-0.39,0.45388,0.8419
"37287","Gm9626",0,4.16,1.05,0,0,0,2.34,1.1,0,-0.72,0.76727,NA
"37288","Gm9628",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37289","Gm9630",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37290","Gm9632",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37291","Gm9633",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37292","Gm9634",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37293","Gm9637",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37294","Gm9639",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37295","Gm9643",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37296","Gm9644",0,0.83,1.05,1.58,2.25,1.33,1.17,1.2,0.01,0.89,0.58758,NA
"37297","Gm9645",5.56,1.66,0,0,0,2.67,0,1.4,-0.01,-1.08,0.6352,NA
"37298","Gm9652",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37299","Gm9655",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37300","Gm9658",0.79,0.83,2.09,0,2.25,2.67,3.51,1.7,0.02,1.66,0.24317,NA
"37301","Gm9661",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37302","Gm9662",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37303","Gm9665",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37304","Gm9670",3.18,3.33,0,0.79,0,0,1.17,1.2,-0.01,-2.09,0.3078,NA
"37305","Gm9671",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37306","Gm9672",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37307","Gm9673",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37308","Gm9678",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37309","Gm9682",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37310","Gm9685",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37311","Gm9687",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37312","Gm9689",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37313","Gm9694",0,3.33,1.05,1.58,2.25,1.33,2.34,1.7,0,0.41,0.77601,NA
"37314","Gm9696",0,0,1.05,4.75,1.12,0,3.51,1.5,0,0.1,0.96119,NA
"37315","Gm9697",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37316","Gm9700",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37317","Gm9701",0,0,0,3.96,3.37,1.33,3.51,1.7,0.01,1.44,0.42255,NA
"37318","Gm9703",6.36,7.48,10.46,18.22,13.47,4,10.53,10.1,-0.01,-0.17,0.79649,NA
"37319","Gm9706",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37320","Gm9710",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37321","Gm9711",0,2.49,0,0,0,2.67,1.17,0.9,0,1.01,0.68408,NA
"37322","Gm9712",0,1.66,0,0,0,2.67,0,0.6,0,1.01,0.75387,NA
"37323","Gm9719",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37324","Gm9721",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37325","Gm9722",0.79,0,0,0.79,0,0,1.17,0.4,0,0.03,0.99125,NA
"37326","Gm9723",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37327","Gm9725",0.79,1.66,0,1.58,3.37,0,0,1.1,0,0.16,0.93764,NA
"37328","Gm9726",1.59,3.33,3.14,4.75,0,1.33,3.51,2.5,-0.01,-0.99,0.43438,NA
"37329","Gm9727",6.36,5.82,6.27,5.55,3.37,4,16.38,6.8,0.01,0.41,0.60302,NA
"37330","Gm9728",0,1.66,3.14,0.79,3.37,0,1.17,1.4,0,0.18,0.91704,NA
"37331","Gm9729",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37332","Gm973",177.99,460.56,219.58,266.97,277.27,260.05,303.01,280.8,0,-0.01,0.9827,0.99732
"37333","Gm9730",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37334","Gm9731",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37335","Gm9732",6.36,0.83,8.37,9.51,5.61,17.34,8.19,8,0.02,0.72,0.3752,NA
"37336","Gm9733",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37337","Gm9736",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37338","Gm9742",0,1.66,1.05,0,0,0,0,0.4,0,-1.6,0.66309,NA
"37339","Gm9745",0,0,2.09,0,0,0,0,0.3,0,-1.12,0.76875,NA
"37340","Gm9747",0,2.49,0,0.79,0,0,0,0.5,0,-1.9,0.58275,NA
"37341","Gm9748",1.59,2.49,12.55,12.68,10.1,5.33,7.02,7.4,0,0.05,0.95485,NA
"37342","Gm9750",2.38,10.81,6.27,7.13,6.74,9.34,8.19,7.3,0.01,0.28,0.70096,NA
"37343","Gm9752",3.97,1.66,0,0,2.25,1.33,0,1.3,0,-0.26,0.89634,NA
"37344","Gm9754",1.59,4.99,1.05,1.58,0,2.67,0,1.7,-0.01,-1.46,0.38739,NA
"37345","Gm9755",6.36,11.64,14.64,7.92,10.1,17.34,12.87,11.6,0.02,0.41,0.46722,0.84678
"37346","Gm9758",0,0,0,0,0,0,2.34,0.3,0,2.31,0.54102,NA
"37347","Gm9761",10.33,10.81,9.41,10.3,7.86,16,10.53,10.7,0.01,0.15,0.78522,NA
"37348","Gm9762",26.22,17.46,25.1,26.93,21.33,24,36.27,25.3,0.01,0.19,0.637,0.91245
"37349","Gm9765",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37350","Gm9767",3.97,4.99,5.23,4.75,11.23,2.67,7.02,5.7,0.02,0.58,0.45918,NA
"37351","Gm9768",30.19,26.6,31.37,34.86,19.08,21.34,22.23,26.5,-0.05,-0.56,0.12475,0.57749
"37352","Gm9771",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37353","Gm9772",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37354","Gm9774",15.1,24.94,16.73,26.14,32.55,36.01,45.63,28.2,0.13,0.87,0.02181,0.27582
"37355","Gm9775",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37356","Gm9776",77.87,109.74,94.11,114.87,97.66,81.35,102.95,96.9,-0.01,-0.08,0.74365,0.94397
"37357","Gm9780",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37358","Gm9785",0,0.83,0,0.79,0,0,0,0.2,0,-0.95,0.80359,NA
"37359","Gm9788",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37360","Gm9789",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37361","Gm9790",11.92,13.3,8.37,12.68,11.23,18.67,28.08,14.9,0.04,0.73,0.15627,0.62636
"37362","Gm9791",1.59,4.99,3.14,5.55,1.12,2.67,3.51,3.2,-0.01,-0.66,0.53445,NA
